0	﻿دانشکده	﻿دانشکده	﻿دانشکده	﻿دانشکده	N
16	سرمایه	سرمایه	سرمایه	سرمایه	N
17	درگردش	درگرد	درگردش	درگردش	N
18	و	و	و	و	CONJ
19	هزینه‌های	هزینه	هزینه	هزینه|های	Ne
20	جاری	جار	جاری	جاری	AJ
21	و	و	و	و	CONJ
22	میزان	میز	میزان	میزان	N
23	افزایش	افزا	افزایش	افزایش	Ne
24	و	و	و	و	CONJ
25	کاهش	کاه	کاهش	کاهش	N
26	آنها	آن	آن	آنها	PRO
27	در	در	در	در	P
28	طول	طول	طول	طول	N
29	زمان	ز	زمان	زمان	N
30	را	را	را	را	POSTP
31	استخراج	استخراج	استخراج	استخراج	N
32	کند	کند	کند	کند	V
33	.	.	.	.	PUNC

0	به	به	به	به	P
1	طور	طور	طور	طور	N
2	مثال	مثال	مثال	مثال	N
3	شرکت	شرک	شرکت	شرکت	N
4	ویدئوی	ویدئو	ویدئو	ویدئوی	N
5	خانگی	خانگ	خانگی	خانگی	AJ
6	از	از	از	از	P
7	داده‌های	داده	داده	داده|های	Ne
8	سابق	سابق	سابق	سابق	AJ
9	مشتریان	مشتر	مشتریان	مشتریان	N
10	استفاده	استفاده	استفاده	استفاده	N
11	میکند	میکند	میکند	میکند	V
12	و	و	و	و	CONJ
13	به	به	به	به	P
14	انها	ان	انها	انها	N
15	ویدئوهایی	ویدئو	ویدئو	ویدئوهایی	N
16	پیشنهاد	پیشنهاد	پیشنهاد	پیشنهاد	N
17	می‌دهد	می‌دهد	داد#ده	می|دهد	V
18	تا	تا	تا	تا	P
19	آنها	آن	آن	آنها	PRO
20	را	را	را	را	POSTP
21	تماشا	تماشا	تماشا	تماشا	N
22	کنند	کنند	کرد#کن	کنند	V
23	.	.	.	.	PUNC

0	والمارت	والمار	والمارت	والمارت	N
1	(	(	(	(	PUNC
2	بزرگترین	بزرگ	بزرگ	بزرگترین	AJ
3	خرده	خرده	خرده	خرده	N
4	فروش	فرو	فروش	فروش	N
5	زنجیره‌ای	زنجیره	زنجیره	زنجیره|ای	N
6	جهان	جه	جهان	جهان	N
7	)	)	)	)	PUNC
8	برای	برا	برای	برای	Pe
9	بهبود	بهبود	بهبود	بهبود	N
10	عمکلرد	عمکلرد	عمکلرد	عمکلرد	N
11	عرضه	عرضه	عرضه	عرضه	N
12	کنندگان	کنندگ	کنندگان	کنندگان	N
13	خود	خود	خود	خود	PRO
14	از	از	از	از	P
15	داده	داده	داده	داده	V
16	کاوی	کاو	کاو	کاوی	N
17	در	در	در	در	P
18	مقیاسی	مقیاس	مقیاس	مقیاسی	N
19	وسیع	وسیع	وسیع	وسیع	AJ
20	استفاده	استفاده	استفاده	استفاده	N
21	کرده_است	کرده_اس	کرد#کن	کرده_است	V
22	.	.	.	.	PUNC

0	داده‌های	داده	داده	داده|های	Ne
1	۲۹۰۰	۲۹۰۰	۲۹۰۰	۲۹۰۰	NUM
2	فروشگاه	فروشگاه	فروشگاه	فروشگاه	N
3	در	در	در	در	P
4	۶	۶	۶	۶	NUM
5	کشور	کشور	کشور	کشور	N
6	برای	برا	برای	برای	Pe
7	این	این	این	این	PRO
8	کار	کار	کار	کار	N
9	استفاده	استفاده	استفاده	استفاده	N
10	شده‌اند	شده‌اند	شد#شو	شده|اند	V
11	و	و	و	و	CONJ
12	در	در	در	در	P
13	مجموع	مجموع	مجموع	مجموع	N
14	۷٫۵	۷٫۵	۷٫۵	۷٫۵	NUM
15	ترابایت	ترابا	ترابایت	ترابایت	N
16	داده	داده	داده	داده	V
17	مورد	مورد	مورد	مورد	Ne
18	بررسی	بررس	بررسی	بررسی	Ne
19	قرار	قرار	قرار	قرار	N
20	گرفت	گرف	گرفت#گیر	گرفت	V
21	.	.	.	.	PUNC

0	۳۵۰۰	۳۵۰۰	۳۵۰۰	۳۵۰۰	NUM
1	تامین	تامین	تامین	تامین	Ne
2	کننده	کننده	کننده	کننده	N
3	به	به	به	به	P
4	داده‌های	داده	داده	داده|های	Ne
5	دسترسی	دسترس	دسترس	دسترسی	N
6	پیدا	پیدا	پیدا	پیدا	AJ
7	کردند	کردند	کرد#کن	کردند	V
8	تا	تا	تا	تا	P
9	بتوانند	بتوانند	توانست#توان	بتوانند	V
10	الگوهای	الگو	الگو	الگوهای	Ne
11	خرید	خرید	خرید	خرید	N
12	مشتریان	مشتر	مشتریان	مشتریان	N
13	،	،	،	،	PUNC
14	عمکلرد	عمکلرد	عمکلرد	عمکلرد	N
15	یک	یک	یک	یک	NUM
16	کالا	کالا	کالا	کالا	N
17	و	و	و	و	CONJ
18	محصول	محصول	محصول	محصول	N
19	خاص	خاص	خاص	خاص	AJ
20	را	را	را	را	POSTP
21	بررسی	بررس	بررسی	بررسی	Ne
22	کنند	کنند	کرد#کن	کنند	V
23	و	و	و	و	CONJ
24	برنامه‌های	برنامه	برنامه	برنامه|های	Ne
25	خود	خود	خود	خود	PRO
26	را	را	را	را	POSTP
27	بر	بر	بر	بر	P
28	این	این	این	این	PRO
29	پایه	پایه	پایه	پایه	N
30	و	و	و	و	CONJ
31	اساس	اساس	اساس	اساس	N
32	بهبود	بهبود	بهبود	بهبود	N
33	دهند	دهند	داد#ده	دهند	V
34	.	.	.	.	PUNC

0	استراتژی	استراتژ	استراتژی	استراتژی	N
1	و	و	و	و	CONJ
2	داده	داده	داده	داده	V
3	کاوی	کاو	کاو	کاوی	N
4	صد	صد	صد	صد	NUM
5	البته	البته	البته	البته	ADV
6	کاربرد‌های	کاربرد	کاربرد	کاربرد|های	N
7	داده	داده	داده	داده	V
8	کاوی	کاو	کاو	کاوی	N
9	بسیار	بسیار	بسیار	بسیار	ADV
10	زیاد	زیاد	زیاد	زیاد	AJ
11	است	اس	#است	است	V
12	و	و	و	و	CONJ
13	می‌تواند	می‌تواند	توانست#توان	می|تواند	V
14	در	در	در	در	P
15	شرکت‌ها	شرکت	شرکت	شرکت|ها	N
16	و	و	و	و	CONJ
17	سازمان‌ها	سازمان	سازمان	سازمان|ها	N
18	مختلف	مختلف	مختلف	مختلف	AJ
19	متفاوت	متفاو	متفاوت	متفاوت	AJ
20	باشد	باشد	بود#باش	باشد	V
21	.	.	.	.	PUNC

0	آنچه	آنچه	آنچه	آنچه	PRO
1	در	در	در	در	P
2	بالا	بالا	بالا	بالا	AJ
3	بیان	ب	بیان	بیان	N
4	شد	شد	شد#شو	شد	V
5	خلاصه‌ای	خلاصه	خلاصه	خلاصه|ای	N
6	از	از	از	از	P
7	کاربردهای	کاربرد	کاربرد	کاربردهای	Ne
8	داده	داده	داده	داده	V
9	کاوی	کاو	کاو	کاوی	N
10	در	در	در	در	P
11	بخش	بخ	بخش	بخش	N
12	فروش	فرو	فروش	فروش	N
13	و	و	و	و	CONJ
14	بازاریابی	بازاریاب	بازاریابی	بازاریابی	N
15	بود	بود	بود#باش	بود	V
16	.	.	.	.	PUNC

0	شما	شما	شما	شما	PRO
1	می‌توانید	می‌توانید	توانست#توان	می|توانید	V
2	با	با	با	با	P
3	استفاده	استفاده	استفاده	استفاده	N
4	از	از	از	از	P
5	داده	داده	داده	داده	V
6	کاوی	کاو	کاو	کاوی	N
7	در	در	در	در	P
8	حل	حل	حل	حل	N
9	مشکلات	مشکل	مشکلات	مشکلات	N
10	سازمان	ساز	سازمان	سازمان	N
11	مفید	مفید	مفید	مفید	N
12	واقع	واقع	واقع	واقع	N
13	شوید	شوید	شد#شو	شوید	V
14	.	.	.	.	PUNC

0	استراتژیست‌های	استراتژیست	استراتژیست‌های	استراتژیست|های	N
1	بزرگ	بزرگ	بزرگ	بزرگ	AJ
2	موفق	موفق	موفق	موفق	AJ
3	برای	برا	برای	برای	Pe
4	مستدل	مستدل	مستدل	مستدل	AJ
5	و	و	و	و	CONJ
6	دقیق	دقیق	دقیق	دقیق	AJ
7	بودن	بودن	بودن	بودن	N
8	استراتژی‌ها	استراتژی	استراتژی‌ها	استراتژی|ها	N
9	و	و	و	و	CONJ
10	برنامه	برنامه	برنامه	برنامه	N
11	ریزی‌های	ریزی	ریزی‌های	ریزی|های	N
12	خود	خود	خود	خود	PRO
13	باید	باید	باید	باید	V
14	از	از	از	از	P
15	داده	داده	داده	داده	V
16	کاوی	کاو	کاو	کاوی	N
17	و	و	و	و	CONJ
18	اطلاعات	اطلاع	اطلاعات	اطلاعات	N
19	به	به	به	به	P
20	دست	دس	دست	دست	N
21	آمده	آمده	آمده	آمده	V
22	از	از	از	از	P
23	آن	آن	آن	آن	PRO
24	حد	حد	حد	حد	N
25	اکثر	اکثر	اکثر	اکثر	DETe
26	استفاده	استفاده	استفاده	استفاده	N
27	را	را	را	را	POSTP
28	ببرند	ببرند	ببرند	ببرند	V
29	.	.	.	.	PUNC

0	در	در	در	در	P
1	واقع	واقع	واقع	واقع	N
2	برنامه	برنامه	برنامه	برنامه	N
3	ریزی	ریز	ریخت#ریز	ریزی	AJ
4	استراتژیک	استراتژیک	استراتژیک	استراتژیک	AJ
5	بدون	بدون	بدون	بدون	Pe
6	استفاده	استفاده	استفاده	استفاده	N
7	از	از	از	از	P
8	داده	داده	داده	داده	V
9	کاوی	کاو	کاو	کاوی	N
10	مثل	مثل	مثل	مثل	ADVe
11	رانندگی	رانندگ	رانندگی	رانندگی	N
12	با	با	با	با	P
13	چشمان	چ	چشمان	چشمان	N
14	بسته_است	بسته_اس	بست#بند	بسته_است	V
15	!	!	!	!	PUNC

0	اگر	اگر	اگر	اگر	CONJ
1	یک	یک	یک	یک	NUM
2	استراتژیست	استراتژیس	استراتژیست	استراتژیست	N
3	می‌خواهد	می‌خواهد	خواست#خواه	می|خواهد	V
4	در	در	در	در	P
5	زمینه	زمینه	زمینه	زمینه	N
6	برنامه	برنامه	برنامه	برنامه	N
7	ریزی	ریز	ریخت#ریز	ریزی	AJ
8	کاربردی	کاربرد	کاربرد	کاربردی	AJ
9	و	و	و	و	CONJ
10	اجرایی	اجرا	اجرایی	اجرایی	AJ
11	موفق	موفق	موفق	موفق	AJ
12	باشد	باشد	بود#باش	باشد	V
13	باید	باید	باید	باید	V
14	از	از	از	از	P
15	سلاح	سلاح	سلاح	سلاح	N
16	داده	داده	داده	داده	V
17	کاوی	کاو	کاو	کاوی	N
18	استفاده	استفاده	استفاده	استفاده	N
19	کند	کند	کند	کند	V
20	.	.	.	.	PUNC

0	داده	داده	داده	داده	V
1	کای	کا	کای	کای	N
2	چه	چه	چه	چه	N
3	فایده‌ای	فایده	فایده	فایده|ای	N
4	دارد	دارد	داشت#دار	دارد	V
5	؟	؟	؟	؟	PUNC

0	شناخت	شناخ	شناخت	شناخت	N
1	مشتریان	مشتر	مشتریان	مشتریان	N
2	سودآور	سودآور	سودآور	سودآور	AJ
3	:	:	:	:	PUNC
4	می‌توانید	می‌توانید	توانست#توان	می|توانید	V
5	مشتریانی	مشتریان	مشتریانی	مشتریانی	N
6	که	که	که	که	CONJ
7	بیشترین	ب	بیشترین	بیشترین	AJ
8	سود	سود	سود	سود	N
9	شما	شما	شما	شما	PRO
10	از	از	از	از	P
11	آنها	آن	آن	آنها	PRO
12	حاصل	حاصل	حاصل	حاصل	N
13	شده	شده	شده	شده	V
14	را	را	را	را	POSTP
15	شناسایی	شناسا	شناسایی	شناسایی	N
16	کنید	کنید	کرد#کن	کنید	V
17	و	و	و	و	CONJ
18	برای	برا	برای	برای	Pe
19	حفظ	حفظ	حفظ	حفظ	N
20	وفاداری	وفادار	وفاداری	وفاداری	N
21	مشتری	مشتر	مشتری	مشتری	N
22	تلاش	تلا	تلاش	تلاش	N
23	کنید	کنید	کرد#کن	کنید	V
24	.	.	.	.	PUNC

0	بهینه	بهینه	بهینه	بهینه	AJ
1	سازی	ساز	سازی	سازی	N
2	سبد	سبد	سبد	سبد	N
3	محصول	محصول	محصول	محصول	N
4	:	:	:	:	PUNC
5	شناخت	شناخ	شناخت	شناخت	N
6	محصولات	محصول	محصولات	محصولات	N
7	پر	پر	پر	پر	AJ
8	فروش	فرو	فروش	فروش	N
9	،	،	،	،	PUNC
10	محصولات	محصول	محصولات	محصولات	N
11	سودآور	سودآور	سودآور	سودآور	AJ
12	محصولات	محصول	محصولات	محصولات	N
13	زیان	ز	زیان	زیان	N
14	ده	ده	ده	ده	NUM
15	از	از	از	از	P
16	دیگر	دیگر	دیگر	دیگر	PRO
17	فواید	فواید	فواید	فواید	N
18	داده	داده	داده	داده	V
19	کاوی	کاو	کاو	کاوی	N
20	است	اس	#است	است	V
21	.	.	.	.	PUNC

0	با	با	با	با	P
1	این	این	این	این	PRO
2	کار	کار	کار	کار	N
3	می‌توانید	می‌توانید	توانست#توان	می|توانید	V
4	در	در	در	در	P
5	بهتر	به	بهتر	بهتر	AJ
6	کردن	کردن	کردن	کردن	N
7	سبد	سبد	سبد	سبد	N
8	محصول	محصول	محصول	محصول	N
9	خود	خود	خود	خود	PRO
10	اقدام	اقدا	اقدام	اقدام	N
11	کنید	کنید	کرد#کن	کنید	V
12	.	.	.	.	PUNC

0	شناخت	شناخ	شناخت	شناخت	N
1	مشتریان	مشتر	مشتریان	مشتریان	N
2	وفادار	وفادار	وفادار	وفادار	AJ
3	و	و	و	و	CONJ
4	قدیمی	قدیم	قدیم	قدیمی	AJ
5	:	:	:	:	PUNC
6	می‌توانید	می‌توانید	توانست#توان	می|توانید	V
7	بفهمید	بفهمید	فهمید#فهم	بفهمید	V
8	مشتریان	مشتر	مشتریان	مشتریان	N
9	قدیمی	قدیم	قدیم	قدیمی	AJ
10	شما	شما	شما	شما	PRO
11	چه	چه	چه	چه	N
12	کسانی	کسان	کسانی	کسانی	N
13	هستند	هستند	#هست	هستند	V
14	و	و	و	و	CONJ
15	با	با	با	با	P
16	چه	چه	چه	چه	N
17	برنامه‌ای	برنامه	برنامه	برنامه|ای	N
18	خرید	خرید	خرید	خرید	N
19	می‌کنند	می‌کنند	کرد#کن	می|کنند	V
20	،	،	،	،	PUNC
21	چه	چه	چه	چه	N
22	کالایی	کالا	کالا	کالایی	N
23	را	را	را	را	POSTP
24	دوست	دوس	دوست	دوست	N
25	دارند	دارند	داشت#دار	دارند	V
26	و	و	و	و	CONJ
27	چه	چه	چه	چه	N
28	کالایی	کالا	کالا	کالایی	N
29	باعث	باعث	باعث	باعث	AJe
30	وفاداری	وفادار	وفاداری	وفاداری	N
31	آنها	آن	آن	آنها	PRO
32	شده_است	شده_اس	شد#شو	شده_است	V
33	.	.	.	.	PUNC

0	بررسی	بررس	بررسی	بررسی	Ne
1	طول	طول	طول	طول	N
2	عمر	عمر	عمر	عمر	N
3	مشتری	مشتر	مشتری	مشتری	N
4	:	:	:	:	PUNC
5	با	با	با	با	P
6	استفاده	استفاده	استفاده	استفاده	N
7	از	از	از	از	P
8	داده	داده	داده	داده	V
9	کاوی	کاو	کاو	کاوی	N
10	می‌توانید	می‌توانید	توانست#توان	می|توانید	V
11	طول	طول	طول	طول	N
12	عمر	عمر	عمر	عمر	N
13	مشتری	مشتر	مشتری	مشتری	N
14	و	و	و	و	CONJ
15	چرخه	چرخه	چرخه	چرخه	N
16	آن	آن	آن	آن	PRO
17	،	،	،	،	PUNC
18	میزان	میز	میزان	میزان	N
19	سود	سود	سود	سود	N
20	حاصل	حاصل	حاصل	حاصل	N
21	عایده	عایده	عایده	عایده	N
22	از	از	از	از	P
23	هر	هر	هر	هر	DET
24	مشتری	مشتر	مشتری	مشتری	N
25	در	در	در	در	P
26	هر	هر	هر	هر	DET
27	مرحله	مرحله	مرحله	مرحله	N
28	را	را	را	را	POSTP
29	بررسی	بررس	بررسی	بررسی	Ne
30	کنید	کنید	کرد#کن	کنید	V
31	.	.	.	.	PUNC

