0	می‌اندیشم	اندیش|می|می|می|می	اندیش|می|می|می|می	می+اندیش+م|می+اند+ی+ش+م|می+اند+ی+ش+م|می+اند+ی+ش+م|می+اند+ی+ش+م	V|N1+V+Y+N+N|N1+V+Y+N+V|N1+V+Y+N+N|N1+V+Y+N+V	اول شخص مفرد|اسم + فعل سوم شخص جمع + ی + ضمیر ملکی سوم شخص مفرد + ضمیر ملکی اول شخص مفرد|اسم + فعل سوم شخص جمع + ی + ضمیر ملکی سوم شخص مفرد + فعل اول شخص مفرد|اسم + فعل سوم شخص جمع + ی + ضمیر ملکی سوم شخص مفرد + ضمیر ملکی اول شخص مفرد|اسم + فعل سوم شخص جمع + ی + ضمیر ملکی سوم شخص مفرد + فعل اول شخص مفرد
66	آورد	آورد|آور	آورد|آور	آورد|آور+د	V|V	سوم شخص مفرد|سوم شخص مفرد
67	.	.	.	.	Si	

0	اگر	اگر	اگر	اگر	C0	حرف ربط
1	اصحاب	صاحب	صاحب	صاحب	N	اسم مفرد جمع مکسر
2	خرد	خرد|خرد|خر	خرد|خرد|خر	خرد|خرد|خر+د	N1|A0|V	اسم|صفت|سوم شخص مفرد
3	و	و|و|و	و|و|و	و|و|و	C0|Ab|Al	حرف ربط|اختصارات|حروف الفبا
4	کیاست	کیاست	کیاست	کیاست	A0	صفت
5	و	و|و|و	و|و|و	و|و|و	C0|Ab|Al	حرف ربط|اختصارات|حروف الفبا
6	ذکا	ذکا	ذکا	ذکا	N
7	و	و|و|و	و|و|و	و|و|و	C0|Ab|Al	حرف ربط|اختصارات|حروف الفبا
8	فطنت	فطنت	فطنت	فطنت	N
9	این	این|این	این|این	این|این	A1|N6	صفت اشاره|ضمیر اشاره
10	تجارب	تجربه	تجربه	تجربه	N	اسم مفرد جمع مکسر
11	را	را	را	را	Po	حرف اضافه پسین
12	نمودار	نمودار|نمود	نمودار|نمود	نمودار|نمود+ار	A0|O+O	صفت|ریشه ماضی + ار
13	عزایم	عزا|عزا	عزا|عزا	عزا+م|عزا+ی+م	N1+V|N1+N	اسم + فعل اول شخص مفرد|اسم + ضمیر ملکی اول شخص مفرد
14	خویش	خویش	خویش	خویش	N	ضمیر مشترک/متقابل
15	گردانند	گردان|گردان|گردان|گرد|گرد|گرد|گرد	گردان|گردان|گردان|گرد|گرد|گرد|گرد	گردان+ند|گردان+ند|گردان+ند|گرد+ان+ند|گرد+ان+ند|گرد+ان+ند|گرد+ان+ند	V|N1+V|A0+V|V1+Pl+V|A0+Pl+V|N1+Pl+V|A0+Pl+V	سوم شخص جمع|اسم + فعل سوم شخص جمع|صفت + فعل سوم شخص جمع|بن مضارع + ان + فعل سوم شخص جمع|صفت + ان + فعل سوم شخص جمع|اسم + ان + فعل سوم شخص جمع|صفت + ان + فعل سوم شخص جمع
16	و	و|و|و	و|و|و	و|و|و	C0|Ab|Al	حرف ربط|اختصارات|حروف الفبا
17	در	در|در|در|در|در	در|در|در|در|در	در|در|در|در|در	Pr|V|N1|N1|VPr	حرف اضافه|فعل امر مثبت|اسم|اسم|پیشوند فعل
18	تقدیم	تقدیم	تقدیم	تقدیم	N1	اسم
19	مهمات	مهمات|مهم	مهمات|مهم	مهمات|مهم+ات	N1|A0+Pl	اسم|صفت + علامت جمع
20	این	این|این	این|این	این|این	A1|N6	صفت اشاره|ضمیر اشاره
21	بشارت	بشارت|شار	بشارت|شار	بشارت|ب+شار+ت	N1|O+N1+N	اسم|ب + اسم + ضمیر ملکی دوم شخص مفرد
22	را	را	را	را	Po	حرف اضافه پسین
23	امام	امام|امام	امام|امام	امام|امام	N1|Sp	اسم|شاخص
24	سازند	سازند|ساز|ساز	سازند|ساز|ساز	سازند|ساز+ند|ساز+ند	N1|V|N1+V	اسم|سوم شخص جمع|اسم + فعل سوم شخص جمع
25	فواتح	فواتح	فواتح	فواتح	N
26	و	و|و|و	و|و|و	و|و|و	C0|Ab|Al	حرف ربط|اختصارات|حروف الفبا
27	خواتم	خو|خو	خو|خو	خو+ات+م|خو+ات+م	N1+Pl+N|N1+Pl+V	اسم + علامت جمع + ضمیر ملکی اول شخص مفرد|اسم + علامت جمع + فعل اول شخص مفرد
28	کارهای	کار	کار	کار+ها+ی	N1+Pl+Y	اسم + علامت جمع + ی
29	ایشان	ایشان	ایشان	ایشان	N5	ضمیر فاعلی
30	به	به|به	به|به	به|به	Pr|N1	حرف اضافه|اسم
31	مزید	مزید	مزید	مزید	A0	صفت
32	دوستکامی	دوستکامی	دوستکامی	دوستکامی	N
33	و	و|و|و	و|و|و	و|و|و	C0|Ab|Al	حرف ربط|اختصارات|حروف الفبا
34	غبط	غبط	غبط	غبط	N
35	مقرون	مقرون|مقر|مقر	مقرون|مقر|مقر	مقرون|مقر+ون|مقر+ون	A0|N1+Pl|N1+Pl	صفت|اسم + علامت جمع|اسم + علامت جمع
36	باشد	باش|اشد	باش|اشد	باش+د|ب+اشد	V|O+A0	سوم شخص مفرد|ب + صفت
37	و	و|و|و	و|و|و	و|و|و	C0|Ab|Al	حرف ربط|اختصارات|حروف الفبا
38	سعادت	سعادت	سعادت	سعادت	N1	اسم
39	عاجل	عاجل	عاجل	عاجل	A0	صفت
40	و	و|و|و	و|و|و	و|و|و	C0|Ab|Al	حرف ربط|اختصارات|حروف الفبا
41	آجل	آجل	آجل	آجل	A0	صفت
42	به	به|به	به|به	به|به	Pr|N1	حرف اضافه|اسم
43	روزگار	روزگار|روز	روزگار|روز	روزگار|روز+گار	N1|N1+O	اسم|اسم + گار
44	ایشان	ایشان	ایشان	ایشان	N5	ضمیر فاعلی
45	متصل	متصل	متصل	متصل	A0	صفت
46	گردد	گرد	گرد	گرد+د	V	سوم شخص مفرد
47	،	،	،	،	Si	
48	والله	والله	والله	والله	Ad	قید
49	ولی	ولی|ولی|ول|ول	ولی|ولی|ول|ول	ولی|ولی|ول+ی|ول+ی	C0|N1|A0+Y|N1+Y	حرف ربط|اسم|صفت + ی|اسم + ی
50	التوفیق	توفیق	توفیق	توفیق	N1	اسم
51	.	.	.	.	Si	

0	آنکه	آنکه|آنکه	آنکه|آنکه	آنکه|آنکه	Ad|N5	قید|ضمیر فاعلی
1	کشیشان	کشیش	کشیش	کشیش+ان	A0+Pl	صفت + ان
2	و	و|و|و	و|و|و	و|و|و	C0|Ab|Al	حرف ربط|اختصارات|حروف الفبا
3	رهبانان	رهبان|ره	رهبان|ره	رهبان+ان|ره+بان+ان	N1+Pl|N1+Pl+Pl	اسم + ان|اسم + بان + ان
4	و	و|و|و	و|و|و	و|و|و	C0|Ab|Al	حرف ربط|اختصارات|حروف الفبا
5	ملکان	ملک|ملک|ملک	ملک|ملک|ملک	ملک+ان|ملک+ان|ملک+ان	N1+Pl|N1+Pl|N1+Pl	اسم + ان|اسم + ان|اسم + ان
6	و	و|و|و	و|و|و	و|و|و	C0|Ab|Al	حرف ربط|اختصارات|حروف الفبا
7	ریش‌سفیدان	ریش‌سفید	ریش‌سفید	ریش‌سفید+ان	A0+Pl	صفت + ان
8	و	و|و|و	و|و|و	و|و|و	C0|Ab|Al	حرف ربط|اختصارات|حروف الفبا
9	کدخدایان	کدخدا	کدخدا	کدخدا+ی+ان	N1+Pl	اسم + ان
10	و	و|و|و	و|و|و	و|و|و	C0|Ab|Al	حرف ربط|اختصارات|حروف الفبا
11	رعایای	رعایا	رعایا	رعایا+ی	N1+Y	اسم + ی
12	ارامنه	ارامنه	ارامنه	ارامنه	N1	اسم
13	ساکنین	ساکن	ساکن	ساکن+ین	A0+O	صفت + ین
14	دارالسلطنه	دارالسلطنه	دارالسلطنه	دارالسلطنه	N1	اسم
15	اصفهان	اصفهان	اصفهان	اصفهان	N2	اسم خاص مکان
16	بعنایت	عنایت	عنایت	ب+عنایت	O+N1	ب + اسم
17	بی‌غایت	غایت	غایت	بی+غایت	O+N1	بی + اسم
18	شاهانه	شاهانه|شاه|شا	شاهانه|شاه|شا	شاهانه|شاه+انه|شا+ه+انه	A0|N1+Pl|V1+O+Pl	صفت|اسم + انه|بن مضارع + ه + انه
19	و	و|و|و	و|و|و	و|و|و	C0|Ab|Al	حرف ربط|اختصارات|حروف الفبا
20	شفقت	شفقت|شفق	شفقت|شفق	شفقت|شفق+ت	N1|N1+N	اسم|اسم + ضمیر ملکی دوم شخص مفرد
21	و	و|و|و	و|و|و	و|و|و	C0|Ab|Al	حرف ربط|اختصارات|حروف الفبا
22	مرحمت	مرحمت|مرحم	مرحمت|مرحم	مرحمت|مرحم+ت	N1|N1+N	اسم|اسم + ضمیر ملکی دوم شخص مفرد
23	بینهایت	بی‌نهایت|نهایت	بی‌نهایت|نهایت	بی‌نهایت|بی+نهایت	A0|O+N1	صفت|بی + اسم
24	پادشاهانه	پادشاه|شاهانه|شاه|شا	پادشاه|شاهانه|شاه|شا	پادشاه+انه|پاد+شاهانه|پاد+شاه+انه|پاد+شا+ه+انه	N1+Pl|O+A0|O+N1+Pl|O+V1+O+Pl	اسم + انه|پاد + صفت|پاد + اسم + انه|پاد + بن مضارع + ه + انه
25	مفتخر	مفتخر	مفتخر	مفتخر	A0	صفت
26	و	و|و|و	و|و|و	و|و|و	C0|Ab|Al	حرف ربط|اختصارات|حروف الفبا
27	سرافراز	سرافراز	سرافراز	سرافراز	A0	صفت
28	و	و|و|و	و|و|و	و|و|و	C0|Ab|Al	حرف ربط|اختصارات|حروف الفبا
29	مستظهر	مستظهر	مستظهر	مستظهر	A0	صفت
30	و	و|و|و	و|و|و	و|و|و	C0|Ab|Al	حرف ربط|اختصارات|حروف الفبا
31	امیدوار	امیدوار|امید	امیدوار|امید	امیدوار|امید+وار	A0|A0+O	صفت|صفت + وار
32	بوده	بود|بود|بود	بود|بود|بود	بود+ه|بود+ه|بود+ه	O+O|N1+O|V3+O	ریشه ماضی + ه|اسم + ه|فعل اسنادی + ه
33	بدانند	دان|بد	دان|بد	ب+دان+ند|بد+ان+ند	V|A0+Pl+V	سوم شخص جمع|صفت + ان + فعل سوم شخص جمع
34	که	که|که|که|که	که|که|که|که	که|که|که|که	C0|NA|N1|N1	حرف ربط|ضمیر پرسشی|اسم|اسم
35	چون	چون|چون	چون|چون	چون|چون	C0|Pr	حرف ربط|حرف اضافه
36	میانه	میانه|میان|می|می	میانه|میان|می|می	میانه|میان+ه|می+ان+ه|می+ان+ه	N1|N1+O|N1+Pl+O|N1+Pl+O	اسم|اسم + ه|اسم + ان + ه|اسم + ان + ه
37	نواب	نواب	نواب	نواب	N3	اسم خاص اشخاص
38	کامیاب	کامیاب	کامیاب	کامیاب	A0	صفت
39	همایون	همایون|همای|هما	همایون|همای|هما	همایون|همای+ون|هما+ی+ون	A0|N1+Pl|N3+Pl	صفت|اسم + علامت جمع|اسم خاص اشخاص + علامت جمع
40	و	و|و|و	و|و|و	و|و|و	C0|Ab|Al	حرف ربط|اختصارات|حروف الفبا
41	حضرات	حضرات|حضر	حضرات|حضر	حضرات|حضر+ات	N1|N1+Pl	اسم|اسم + علامت جمع
42	سلاطین	سلاطین	سلاطین	سلاطین	N1	اسم
43	رفیع‌الشأن	رفیع الشان	رفیع الشان	رفیع الشان	N
44	مسیحیه	مسیحی	مسیحی	مسیحی+ه	N1+O	اسم + ه
45	خصوصا	خصوصا	خصوصا	خصوصا	Ad	قید
46	سلطنت	سلطنت	سلطنت	سلطنت	N1	اسم
47	و	و|و|و	و|و|و	و|و|و	C0|Ab|Al	حرف ربط|اختصارات|حروف الفبا
48	شوکت	شوکت|شوک|شو	شوکت|شوک|شو	شوکت|شوک+ت|شو+ک+ت	N1|N1+N|N1+O+N	اسم|اسم + ضمیر ملکی دوم شخص مفرد|اسم + ک + ضمیر ملکی دوم شخص مفرد
49	پناهی	پناهی|پناه|پناه	پناهی|پناه|پناه	پناهی|پناه+ی|پناه+ی	N4|V|N1+Y	اسم فامیل|دوم شخص مفرد|اسم + ی
50	قدرت	قدرت|قدر|قدر	قدرت|قدر|قدر	قدرت|قدر+ت|قدر+ت	N1|N1+N|A0+N	اسم|اسم + ضمیر ملکی دوم شخص مفرد|صفت + ضمیر ملکی دوم شخص مفرد
51	السلاطین	سلاطین	سلاطین	سلاطین	N1	اسم
52	العیسویه	عیسوی	عیسوی	عیسوی+ه	A0+O	صفت + ه
53	کمال	کمال	کمال	کمال	N1	اسم
54	محبت	محبت|محب	محبت|محب	محبت|محب+ت	N1|N1+N	اسم|اسم + ضمیر ملکی دوم شخص مفرد
55	و	و|و|و	و|و|و	و|و|و	C0|Ab|Al	حرف ربط|اختصارات|حروف الفبا
56	دوستی	دوستی|دوست	دوستی|دوست	دوستی|دوست+ی	N1|N1+Y	اسم|اسم + ی
57	است	است|اس	است|اس	است|اس+ت	V|N1+N	سوم شخص مفرد|اسم + ضمیر ملکی دوم شخص مفرد
58	و	و|و|و	و|و|و	و|و|و	C0|Ab|Al	حرف ربط|اختصارات|حروف الفبا
59	در	در|در|در|در|در	در|در|در|در|در	در|در|در|در|در	Pr|V|N1|N1|VPr	حرف اضافه|فعل امر مثبت|اسم|اسم|پیشوند فعل
60	میانه	میانه|میان|می|می	میانه|میان|می|می	میانه|میان+ه|می+ان+ه|می+ان+ه	N1|N1+O|N1+Pl+O|N1+Pl+O	اسم|اسم + ه|اسم + ان + ه|اسم + ان + ه
61	ما	ما	ما	ما	N5	ضمیر فاعلی
62	و	و|و|و	و|و|و	و|و|و	C0|Ab|Al	حرف ربط|اختصارات|حروف الفبا
63	طوایف	طوایف	طوایف	طوایف	N1	اسم
64	مسیحیه	مسیحی	مسیحی	مسیحی+ه	N1+O	اسم + ه
65	یکانکی	یکان	یکان	یکان+ک+ی	N1+O+Y	اسم + ک + ی
66	است	است|اس	است|اس	است|اس+ت	V|N1+N	سوم شخص مفرد|اسم + ضمیر ملکی دوم شخص مفرد
67	و	و|و|و	و|و|و	و|و|و	C0|Ab|Al	حرف ربط|اختصارات|حروف الفبا
68	اصلا	اصلاً	اصلاً	اصلاً	Ad	قید
69	جدایی	جدایی|جدا	جدایی|جدا	جدایی|جدا+یی	N1|A0+O	اسم|صفت + یی
70	نیست	نیست|است|نی	نیست|است|نی	نیست|نی+است|نی+ست	N1|V|N1+N	اسم|سوم شخص مفرد|اسم + ضمیر ملکی سوم شخص مفرد
71	و	و|و|و	و|و|و	و|و|و	C0|Ab|Al	حرف ربط|اختصارات|حروف الفبا
72	توجه	توجه	توجه	توجه	N1	اسم
73	خاطر	خاطر|خاطر	خاطر|خاطر	خاطر|خاطر	N1|N9	اسم|اسم موجود در ساختمان حرف اضافه و حرف ربط گروهی
74	اشرف	اشرف	اشرف	اشرف	N3	اسم خاص اشخاص
75	به	به|به	به|به	به|به	Pr|N1	حرف اضافه|اسم
76	آن	آن|آن	آن|آن	آن|آن	A1|N6	صفت اشاره|ضمیر اشاره
77	متعلق	متعلق	متعلق	متعلق	A0	صفت
78	است	است|اس	است|اس	است|اس+ت	V|N1+N	سوم شخص مفرد|اسم + ضمیر ملکی دوم شخص مفرد
79	که	که|که|که|که	که|که|که|که	که|که|که|که	C0|NA|N1|N1	حرف ربط|ضمیر پرسشی|اسم|اسم
80	همیشه	همیشه	همیشه	همیشه	Ad	قید
81	طوایف	طوایف	طوایف	طوایف	N1	اسم
82	مسیحیه	مسیحی	مسیحی	مسیحی+ه	N1+O	اسم + ه
83	از	از	از	از	Pr	حرف اضافه
84	اطراف	اطراف|اطراف	اطراف|اطراف	اطراف|اطراف	N1|N9	اسم|اسم موجود در ساختمان حرف اضافه و حرف ربط گروهی
85	و	و|و|و	و|و|و	و|و|و	C0|Ab|Al	حرف ربط|اختصارات|حروف الفبا
86	جوانب	جانب	جانب	جانب	N	اسم مفرد جمع مکسر
87	بدین	بدین	بدین	بدین	Pr	حرف اضافه
88	دیار	دیار|دیار	دیار|دیار	دیار|دیار	N1|N1	اسم|اسم
89	آمدوشد	آمدوشد|آمد	آمدوشد|آمد	آمدوشد|آمد+وش+د	N1|V2+O+O	اسم|بن ماضی + وش + د
90	نمایند	نما|نما|نما|نما|نما	نما|نما|نما|نما|نما	نما+یند|نما+یند|نما+یند|نما+یند|نما+یند	V|V|V|N1+O|N1+O	سوم شخص جمع|سوم شخص جمع|سوم شخص جمع|اسم + یند|اسم + یند
91	.	.	.	.	Si	

0	و	و|و|و	و|و|و	و|و|و	C0|Ab|Al	حرف ربط|اختصارات|حروف الفبا
1	حال	حال	حال	حال	N1	اسم
2	آنکه	آنکه|آنکه	آنکه|آنکه	آنکه|آنکه	Ad|N5	قید|ضمیر فاعلی
3	آن	آن|آن	آن|آن	آن|آن	A1|N6	صفت اشاره|ضمیر اشاره
4	کودک	کودک|کود	کودک|کود	کودک|کود+ک	N1|N1+O	اسم|اسم + ک
5	دیگر	دیگر|دیگر|دی	دیگر|دیگر|دی	دیگر|دیگر|دی+گر	Ad|A2|N1+O	قید|صفت مبهم|اسم + گر
6	مردی	مردی|مرد|مرد	مردی|مرد|مرد	مردی|مرد+ی|مرد+ی	N1|N1+Y|V	اسم|اسم + ی|دوم شخص مفرد
7	شده‌است	شد	شد	شد+ه+است	V	سوم شخص مفرد
8	یا	یا|یا	یا|یا	یا|یا	C0|Intj	حرف ربط|صوت
9	زنی	زنی|زن|زن	زنی|زن|زن	زنی|زن+ی|زن+ی	N1|V|N1+Y	اسم|دوم شخص مفرد|اسم + ی
10	؛	؛	؛	؛	Si	
11	و	و|و|و	و|و|و	و|و|و	C0|Ab|Al	حرف ربط|اختصارات|حروف الفبا
12	زیباست	زیبا	زیبا	زیبا+ست	A0+N	صفت + ضمیر ملکی سوم شخص مفرد
13	و	و|و|و	و|و|و	و|و|و	C0|Ab|Al	حرف ربط|اختصارات|حروف الفبا
14	برومند	برومند|بر	برومند|بر	برومند|بر+ومند	A0|N1+O	صفت|اسم + ومند
15	؛	؛	؛	؛	Si	
16	و	و|و|و	و|و|و	و|و|و	C0|Ab|Al	حرف ربط|اختصارات|حروف الفبا
17	لابد	لابد	لابد	لابد	Ad	قید
18	شوهری	شوهری|شوهر	شوهری|شوهر	شوهری|شوهر+ی	A0|N1+Y	صفت|اسم + ی
19	می‌خواهد	خواه|خواه	خواه|خواه	می+خواه+د|می+خواه+د	V|O+V5+O	سوم شخص مفرد|می + فعل کمکی + د
20	یا	یا|یا	یا|یا	یا|یا	C0|Intj	حرف ربط|صوت
21	زنی	زنی|زن|زن	زنی|زن|زن	زنی|زن+ی|زن+ی	N1|V|N1+Y	اسم|دوم شخص مفرد|اسم + ی
22	؛	؛	؛	؛	Si	
23	و	و|و|و	و|و|و	و|و|و	C0|Ab|Al	حرف ربط|اختصارات|حروف الفبا
24	لابد	لابد	لابد	لابد	Ad	قید
25	بچه‌ای	بچه|چه	بچه|چه	بچه+ای|ب+چه+ای	N1+O|O+A0+O	اسم + ای|ب + صفت + ای
26	خواهد‌داشت	داشت	داشت	خواهد+داشت	V	سوم شخص مفرد
27	و…	و…	و…	و…	N
28	این‌جوری	این‌جوری|این‌جور	این‌جوری|این‌جور	این‌جوری|این‌جور+ی	A0|A0+Y	صفت|صفت + ی
29	بود	بود|بود|بود|بو	بود|بود|بود|بو	بود|بود|بود|بو+د	V|N1|V|V	سوم شخص مفرد|اسم|سوم شخص مفرد|سوم شخص مفرد
30	که	که|که|که|که	که|که|که|که	که|که|که|که	C0|NA|N1|N1	حرف ربط|ضمیر پرسشی|اسم|اسم
31	فریادم	فریاد|فریاد	فریاد|فریاد	فریاد+م|فریاد+م	N1+N|N1+V	اسم + ضمیر ملکی اول شخص مفرد|اسم + فعل اول شخص مفرد
32	از	از	از	از	Pr	حرف اضافه
33	درون	درون|در|در	درون|در|در	درون|در+ون|در+ون	N1|N1+Pl|N1+Pl	اسم|اسم + علامت جمع|اسم + علامت جمع
34	برخاست	برخاست	برخاست	برخاست	V	سوم شخص مفرد
35	که	که|که|که|که	که|که|که|که	که|که|که|که	C0|NA|N1|N1	حرف ربط|ضمیر پرسشی|اسم|اسم
36	مگر	مگر	مگر	مگر	Ad	قید
37	دوام	دوام	دوام	دوام	N1	اسم
38	خلقت	خلقت|خلق|خلق	خلقت|خلق|خلق	خلقت|خلق+ت|خلق+ت	N1|N1+N|N1+N	اسم|اسم + ضمیر ملکی دوم شخص مفرد|اسم + ضمیر ملکی دوم شخص مفرد
39	بر	بر|بر|بر|بر|بر	بر|بر|بر|بر|بر	بر|بر|بر|بر|بر	Pr|V|V|VPr|N1	حرف اضافه|فعل امر مثبت|فعل امر مثبت|پیشوند فعل|اسم
40	زمینه‌ی	زمینه|زمین|زم	زمینه|زمین|زم	زمینه+ی|زمین+ه+ی|زم+ین+ه+ی	N1+Y|N1+O+Y|N1+O+O+Y	اسم + ی|اسم + ه + ی|اسم + ین + ه + ی
41	لق	لق|لق	لق|لق	لق|لق	V|A0	فعل امر مثبت|صفت
42	حسرت‌های	حسرت	حسرت	حسرت+ها+ی	N1+Pl+Y	اسم + علامت جمع + ی
43	تو	تو|تو|تو	تو|تو|تو	تو|تو|تو	N5|Ad|N1	ضمیر فاعلی|قید|اسم
44	است	است|اس	است|اس	است|اس+ت	V|N1+N	سوم شخص مفرد|اسم + ضمیر ملکی دوم شخص مفرد
45	احمق	احمق	احمق	احمق	A0	صفت
46	؟	؟	؟	؟	Si	

0	خیال	خیال	خیال	خیال	N1	اسم
1	کرده‌ای	کرد|کرد	کرد|کرد	کرد+ه+ای|کرد+ه+ای	V|N1+O+O	دوم شخص مفرد|اسم + ه + ای
2	!	!	!	!	Si	

0	و	و|و|و	و|و|و	و|و|و	C0|Ab|Al	حرف ربط|اختصارات|حروف الفبا
1	اصلا	اصلاً	اصلاً	اصلاً	Ad	قید
2	ببینم	بین|بین|بین	بین|بین|بین	ب+بین+م|ب+بین+م|ب+بین+م	V|O+A0+N|O+A0+V	اول شخص مفرد|ب + صفت + ضمیر ملکی اول شخص مفرد|ب + صفت + فعل اول شخص مفرد
3	–	–	–	–	N
4	مگر	مگر	مگر	مگر	Ad	قید
5	کدامیک	کدامیک	کدامیک	کدامیک	NA	ضمیر پرسشی
6	از	از	از	از	Pr	حرف اضافه
7	بچه‌های	بچه|چه	بچه|چه	بچه+ها+ی|ب+چه+ها+ی	N1+Pl+Y|O+A0+Pl+Y	اسم + علامت جمع + ی|ب + صفت + علامت جمع + ی
8	سرراهی	سرراهی	سرراهی	سرراهی	A0	صفت
9	و	و|و|و	و|و|و	و|و|و	C0|Ab|Al	حرف ربط|اختصارات|حروف الفبا
10	یتیم	یتیم	یتیم	یتیم	A0	صفت
11	خانه‌ای	خانه|خان	خانه|خان	خانه+ای|خان+ه+ای	N1+O|N1+O+O	اسم + ای|اسم + ه + ای
12	و	و|و|و	و|و|و	و|و|و	C0|Ab|Al	حرف ربط|اختصارات|حروف الفبا
13	پرورشگاهی	پرورشگاهی|پرورشگاه|پرورش|پرور|پر	پرورشگاهی|پرورشگاه|پرورش|پرور|پر	پرورشگاهی|پرورشگاه+ی|پرورش+گاه+ی|پرور+ش+گاه+ی|پر+ور+ش+گاه+ی	A0|N1+Y|N1+O+Y|V1+O+O+Y|V1+O+N+O+Y	صفت|اسم + ی|اسم + گاه + ی|بن مضارع + ش + گاه + ی|بن مضارع + ور + ضمیر ملکی سوم شخص مفرد + گاه + ی
14	به	به|به	به|به	به|به	Pr|N1	حرف اضافه|اسم
15	دم	دم|دم|دم	دم|دم|دم	دم|دم|دم	V|N1|N1	فعل امر مثبت|اسم|اسم
16	روح‌القدس	روح‌القدس	روح‌القدس	روح‌القدس	N1	اسم
17	در	در|در|در|در|در	در|در|در|در|در	در|در|در|در|در	Pr|V|N1|N1|VPr	حرف اضافه|فعل امر مثبت|اسم|اسم|پیشوند فعل
18	مشیمه‌ی	مشیمه	مشیمه	مشیمه+ی	N1+Y	اسم + ی
19	مادرشان	مادر	مادر	مادر+شان	N1+N	اسم + ضمیر ملکی سوم شخص جمع
20	قرار	قرار|قرار	قرار|قرار	قرار|قرار	N1|N9	اسم|اسم موجود در ساختمان حرف اضافه و حرف ربط گروهی
21	گرفته‌اند	گرفته|گرفت|گرفت	گرفته|گرفت|گرفت	گرفته+اند|گرفت+ه+اند|گرفت+ه+اند	A0+V|V|N1+O+V	صفت + فعل سوم شخص جمع|سوم شخص جمع|اسم + ه + فعل سوم شخص جمع
22	؟	؟	؟	؟	Si	

0	و	و|و|و	و|و|و	و|و|و	C0|Ab|Al	حرف ربط|اختصارات|حروف الفبا
1	مگر	مگر	مگر	مگر	Ad	قید
2	چه	چه|چه|چه	چه|چه|چه	چه|چه|چه	NA|C0|A0	ضمیر پرسشی|حرف ربط|صفت
3	فرقی	فرقه|فرق	فرقه|فرق	فرقه+ی|فرق+ی	N+Y|N1+Y	اسم مفرد جمع مکسر + ی|اسم + ی
4	هست	هست|هست	هست|هست	هست|هست	V|N1	سوم شخص مفرد|اسم
5	میان	میان|می|می	میان|می|می	میان|می+ان|می+ان	N1|N1+Pl|N1+Pl	اسم|اسم + ان|اسم + ان
6	یک	یک	یک	یک	No	عدد حرفی
7	پسر	پسر	پسر	پسر	N1	اسم
8	کاکل‌زری	کاکل‌زری	کاکل‌زری	کاکل‌زری	A0	صفت
9	فلان	فلان	فلان	فلان	A2	صفت مبهم
10	شازده	شازده	شازده	شازده	N1	اسم
11	با	با	با	با	Pr	حرف اضافه
12	بچه‌ی	بچه|چه	بچه|چه	بچه+ی|ب+چه+ی	N1+Y|O+A0+Y	اسم + ی|ب + صفت + ی
13	فلان	فلان	فلان	فلان	A2	صفت مبهم
14	میراب	میراب	میراب	میراب	N1	اسم
15	که	که|که|که|که	که|که|که|که	که|که|که|که	C0|NA|N1|N1	حرف ربط|ضمیر پرسشی|اسم|اسم
16	چون	چون|چون	چون|چون	چون|چون	C0|Pr	حرف ربط|حرف اضافه
17	برای	برای	برای	برای	Pr	حرف اضافه
18	بخورونمیر	بخورونمیر	بخورونمیر	بخورونمیر	A0	صفت
19	خودش	خودش	خودش	خودش	N	ضمیر تاکیدی/انعکاسی
20	درمانده‌بوده	درماند	درماند	درماند+ه+بود+ه	O+O	ریشه ماضی + ه
21	فرزندش	فرزند|فرز	فرزند|فرز	فرزند+ش|فرز+ند+ش	N1+N|N1+V+N	اسم + ضمیر ملکی سوم شخص مفرد|اسم + فعل سوم شخص جمع + ضمیر ملکی سوم شخص مفرد
22	را	را	را	را	Po	حرف اضافه پسین
23	سر	سر|سر|سر|سر|سر	سر|سر|سر|سر|سر	سر|سر|سر|سر|سر	V|N1|N1|N1|N9	فعل امر مثبت|اسم|اسم|اسم|اسم موجود در ساختمان حرف اضافه و حرف ربط گروهی
24	راه	راه|راه	راه|راه	راه|راه	N1|N9	اسم|اسم موجود در ساختمان حرف اضافه و حرف ربط گروهی
25	گذاشته	گذاشته|گذاشت	گذاشته|گذاشت	گذاشته|گذاشت+ه	A0|O+O	صفت|ریشه ماضی + ه
26	؟	؟	؟	؟	Si	


0	کارت	کارت|کار|کار	کارت|کار|کار	کارت|کار+ت|کار+ت	N1|N1+N|V	اسم|اسم + ضمیر ملکی دوم شخص مفرد|سوم شخص مفرد
1	به	به|به	به|به	به|به	Pr|N1	حرف اضافه|اسم
2	کارت	کارت|کار|کار	کارت|کار|کار	کارت|کار+ت|کار+ت	N1|N1+N|V	اسم|اسم + ضمیر ملکی دوم شخص مفرد|سوم شخص مفرد
3	کردن	کرد	کرد	کرد+ن	V2+Neg	بن ماضی + ن
4	.	.	.	.	Si	

0	دراصل	دراصل	دراصل	دراصل	Ad	قید
1	به	به|به	به|به	به|به	Pr|N1	حرف اضافه|اسم
2	معنی	معنی	معنی	معنی	N1	اسم
3	انتقال	انتقال	انتقال	انتقال	N1	اسم
4	وجه	وجه|وج	وجه|وج	وجه|وج+ه	N1|N1+O	اسم|اسم + ه
