
0	می‌اندیشم	اندیش|می|می|می|می	می‌اندیشم	می+اندیش+م|می+اند+ی+ش+م|می+اند+ی+ش+م|می+اند+ی+ش+م|می+اند+ی+ش+م	O+O+Y+O+N1|O+O+Y+O+N1|O+O+Y+O+N1|O+O+Y+O+N1|O+v1+O	فعل حال اخباری:اول شخص مفرد|اسم + فعل سوم شخص جمع + ی + ضمیر ملکی سوم شخص مفرد + ضمیر ملکی اول شخص مفرد|اسم + فعل سوم شخص جمع + ی + ضمیر ملکی سوم شخص مفرد + فعل اول شخص مفرد|اسم + فعل سوم شخص جمع + ی + ضمیر ملکی سوم شخص مفرد + ضمیر ملکی اول شخص مفرد|اسم + فعل سوم شخص جمع + ی + ضمیر ملکی سوم شخص مفرد + فعل اول شخص مفرد
51	وقت	وقت|وقت	وقت	وقت|وقت	N9|N1	اسم|اسم موجود در ساختمان حرف اضافه و حرف ربط گروهی
52	بیرون	بیرون	بیرون	بیرون	N1	اسم
53	آمد	امد	آمد	امد	N1	اسم
54	،	،	،	،	O	
55	و	و|و|و	و	و|و|و	Ab|Al|C0	حرف ربط|حروف الفبا|اختصارات
56	پس‌از	پس‌از	پس‌از	پس‌از	Pr1	حرف اضافه گروهی
57	ادراک	ادراک	ادراک	ادراک	N1	اسم
58	نهمت	نه	نهمت	نه+م+ت	|O+v1	فعل مضارع ساده:اول شخص مفرد
59	در	در|در|در|در|در	در	در|در|در|در|در	VPr|N1|N1|V6|Pr	حرف اضافه|فعل امر مثبت|اسم|اسم|پیشوند فعل
60	تصون	تصون	تصون	ت+صو+ن	O	N1
61	ذات	ذات	ذات	ذات	N1	اسم
62	ابواب	ابواب	ابواب	ابواب	N1	اسم
63	تیقظ	تیقظ	تیقظ	ت+ی+ق+ظ	O	N1
64	به	به|به	به	به|به	N1|Pr	حرف اضافه|اسم
65	جای	جای|جا	جای	جای|جا+ی	Y+N1|N1	اسم|اسم + ی
66	آورد	آورد|آور	آورد	آورد|آور+د	|v2|O+v1	فعل ماضی ساده:سوم شخص مفرد|فعل مضارع ساده:سوم شخص مفرد
67	.	.	.	.	Si	علامت نگارشی

0	اگر	اگر	اگر	اگر	C0	حرف ربط
1	اصحاب	صاحب	اصحاب	صاحب	O	اسم مفرد جمع مکسر
2	خرد	خرد|خرد|خر	خرد	خرد|خرد|خر+د	A0|N1|O+v1	اسم|صفت|فعل مضارع ساده:سوم شخص مفرد
3	و	و|و|و	و	و|و|و	Ab|Al|C0	حرف ربط|حروف الفبا|اختصارات
4	کیاست	کیاست	کیاست	کیاست	A0	صفت
5	و	و|و|و	و	و|و|و	Ab|Al|C0	حرف ربط|حروف الفبا|اختصارات
6	ذکا	ذکاء	ذکا	ذکاء	N1	اسم
7	و	و|و|و	و	و|و|و	Ab|Al|C0	حرف ربط|حروف الفبا|اختصارات
8	فطنت	فطنت	فطنت	ف+ط+نت	O	N1
9	این	این|این	این	این|این	N6|A1	صفت اشاره|ضمیر اشاره
10	تجارب	تجربه	تجارب	تجربه	O	اسم مفرد جمع مکسر
11	را	را	را	را	Po	حرف اضافه پسین
12	نمودار	نمودار|نمود	نمودار	نمودار|نمود+ار	O+v2|A0	صفت|ریشه ماضی + ار
13	عزایم	عزا|عزا	عزایم	عزا+ی+م|عزا+ی+م	O+N1|O+N1	اسم + ضمیر ملکی اول شخص مفرد|اسم + فعل اول شخص مفرد
14	خویش	خویش|خو	خویش	خویش|خو+ی+ش	O+Y+N1|N8	ضمیر مشترک/متقابل|اسم + ی + ضمیر ملکی سوم شخص مفرد
15	گردانند	گردان|گردان|گردان|گرد|گرد|گرد|گرد	گردانند	گردان+ند|گردان+ند|گردان+ند|گرد+ان+ند|گرد+ان+ند|گرد+ان+ند|گرد+ان+ند	O+O+A0|O+O+N1|O+O+A0|O+O+V1|O+A0|O+N1|O+v1	فعل مضارع ساده:سوم شخص جمع|اسم + فعل سوم شخص جمع|صفت + فعل سوم شخص جمع|بن مضارع + ان + فعل سوم شخص جمع|صفت + ان + فعل سوم شخص جمع|اسم + ان + فعل سوم شخص جمع|صفت + ان + فعل سوم شخص جمع
16	و	و|و|و	و	و|و|و	Ab|Al|C0	حرف ربط|حروف الفبا|اختصارات
17	در	در|در|در|در|در	در	در|در|در|در|در	VPr|N1|N1|V6|Pr	حرف اضافه|فعل امر مثبت|اسم|اسم|پیشوند فعل
18	تقدیم	تقدیم	تقدیم	تقدیم	N1	اسم
19	مهمات	مهمات|مهم	مهمات	مهمات|مهم+ات	Pl+A0|N1	اسم|صفت + علامت جمع
20	این	این|این	این	این|این	N6|A1	صفت اشاره|ضمیر اشاره
21	بشارت	بشارت|شار	بشارت	بشارت|ب+شار+ت	O+N1+O|N1	اسم|ب + اسم + ضمیر ملکی دوم شخص مفرد
22	را	را	را	را	Po	حرف اضافه پسین
23	امام	امام|امام	امام	امام|امام	Sp|N1	اسم|شاخص
24	سازند	سازند|ساز|ساز	سازند	سازند|ساز+ند|ساز+ند	O+N1|N1|O+v1	اسم|فعل مضارع ساده:سوم شخص جمع|اسم + فعل سوم شخص جمع
25	فواتح	فواتح	فواتح	فو+ات+ح	O	N1
26	و	و|و|و	و	و|و|و	Ab|Al|C0	حرف ربط|حروف الفبا|اختصارات
27	خواتم	خو|خو	خواتم	خو+ات+م|خو+ات+م	O+Pl+N1|O+Pl+N1	اسم + علامت جمع + ضمیر ملکی اول شخص مفرد|اسم + علامت جمع + فعل اول شخص مفرد
28	کارهای	کار	کار	کار+ها+ی	Y+Pl+N1	اسم + علامت جمع + ی
29	ایشان	ایشان	ایشان	ایشان	N5	ضمیر فاعلی
30	به	به|به	به	به|به	N1|Pr	حرف اضافه|اسم
31	مزید	مزید	مزید	مزید	A0	صفت
32	دوستکامی	دوستکامی	دوستکامی	دوست+کام+ی	O	N1
33	و	و|و|و	و	و|و|و	Ab|Al|C0	حرف ربط|حروف الفبا|اختصارات
34	غبط	غبط	غبط	غ+ب+ط	O	N1
35	مقرون	مقرون|مقر|مقر	مقرون	مقرون|مقر+ون|مقر+ون	Pl+N1|Pl+N1|A0	صفت|اسم + علامت جمع|اسم + علامت جمع
36	باشد	باش|اشد	باشد	باش+د|ب+اشد	A0+O|O+v1	فعل مضارع ساده:سوم شخص مفرد|ب + صفت
37	و	و|و|و	و	و|و|و	Ab|Al|C0	حرف ربط|حروف الفبا|اختصارات
38	سعادت	سعادت	سعادت	سعادت	N1	اسم
39	عاجل	عاجل	عاجل	عاجل	A0	صفت
40	و	و|و|و	و	و|و|و	Ab|Al|C0	حرف ربط|حروف الفبا|اختصارات
41	آجل	اجل	آجل	اجل	N1	اسم
42	به	به|به	به	به|به	N1|Pr	حرف اضافه|اسم
43	روزگار	روزگار|روز	روزگار	روزگار|روز+گار	O+N1|N1	اسم|اسم + گار
44	ایشان	ایشان	ایشان	ایشان	N5	ضمیر فاعلی
45	متصل	متصل	متصل	متصل	A0	صفت
46	گردد	گرد	گردد	گرد+د	|O+v1	فعل مضارع ساده:سوم شخص مفرد
47	،	،	،	،	O	
48	والله	والله	والله	والله	Ad	قید
49	ولی	ولی|ولی|ول|ول	ولی	ولی|ولی|ول+ی|ول+ی	Y+N1|Y+A0|N1|C0	حرف ربط|اسم|صفت + ی|اسم + ی
50	التوفیق	التوفیق	التوفیق	ال+توفیق	O	N1
51	.	.	.	.	Si	علامت نگارشی

0	آنکه	آن‌که|آن‌که|آنکه|آنکه	آنکه	آن‌که|آن‌که|آنکه|آنکه	N5|Ad|N5|Ad	قید|ضمیر فاعلی|قید|ضمیر فاعلی
1	کشیشان	کشیش	کشیشان	کشیش+ان	O+A0	صفت + ان
2	و	و|و|و	و	و|و|و	Ab|Al|C0	حرف ربط|حروف الفبا|اختصارات
3	رهبانان	رهبان|ره	رهبانان	رهبان+ان|ره+بان+ان	O+O+N1|O+N1	اسم + ان|اسم + بان + ان
4	و	و|و|و	و	و|و|و	Ab|Al|C0	حرف ربط|حروف الفبا|اختصارات
5	ملکان	ملک|ملک|ملک	ملکان	ملک+ان|ملک+ان|ملک+ان	O+N1|O+N1|O+A0	صفت + ان|اسم + ان|اسم + ان
6	و	و|و|و	و	و|و|و	Ab|Al|C0	حرف ربط|حروف الفبا|اختصارات
7	ریش‌سفیدان	ریش‌سفید	ریش‌سفیدان	ریش‌سفید+ان	O+A0	صفت + ان
8	و	و|و|و	و	و|و|و	Ab|Al|C0	حرف ربط|حروف الفبا|اختصارات
9	کدخدایان	کدخدای|کدخدا	کدخدایان	کدخدای+ان|کدخدا+ی+ان	O+N1|O+N1	اسم + ان|اسم + ان
10	و	و|و|و	و	و|و|و	Ab|Al|C0	حرف ربط|حروف الفبا|اختصارات
11	رعایای	رعایا	رعایای	رعایا+ی	Y+N1	اسم + ی
12	ارامنه	ارامنه	ارامنه	ارامنه	N1	اسم
13	ساکنین	ساکن	ساکنین	ساکن+ین	O+A0	صفت + ین
14	دارالسلطنه	دارالسلطنه	دارالسلطنه	دارالسلطنه	N1	اسم
15	اصفهان	اصفهان	اصفهان	اصفهان	N2	اسم خاص مکان
16	بعنایت	عنایت	بعنایت	ب+عنایت	N1+O	ب + اسم
17	بی‌غایت	غایت	بی‌غایت	بی+غایت	N1+O	بی + اسم
18	شاهانه	شاهانه|شاه|شا	شاهانه	شاهانه|شاه+انه|شا+ه+انه	O+O+V1|O+N1|A0	صفت|اسم + انه|بن مضارع + ه + انه
19	و	و|و|و	و	و|و|و	Ab|Al|C0	حرف ربط|حروف الفبا|اختصارات
20	شفقت	شفقت|شفق	شفقت	شفقت|شفق+ت	O+N1|N1	اسم|اسم + ضمیر ملکی دوم شخص مفرد
21	و	و|و|و	و	و|و|و	Ab|Al|C0	حرف ربط|حروف الفبا|اختصارات
22	مرحمت	مرحمت|مرحم	مرحمت	مرحمت|مرحم+ت	O+N1|N1	اسم|اسم + ضمیر ملکی دوم شخص مفرد
23	بینهایت	نهایت|بین|ین	بینهایت	بی+نهایت|بین+ها+ی+ت|ب+ین+ها+ی+ت	O+Y+Pl+N1+O|O+Y+Pl+A0|N1+O	بی + اسم|صفت + علامت جمع + ی + ضمیر ملکی دوم شخص مفرد|ب + اسم + علامت جمع + ی + ضمیر ملکی دوم شخص مفرد
24	پادشاهانه	پادشاه|شاهانه|شاه|شا	پادشاهانه	پادشاه+انه|پاد+شاهانه|پاد+شاه+انه|پاد+شا+ه+انه	O+O+V1+O|O+N1+O|A0+O|O+N1	اسم + انه|پاد + صفت|پاد + اسم + انه|پاد + بن مضارع + ه + انه
25	مفتخر	مفتخر	مفتخر	مفتخر	A0	صفت
26	و	و|و|و	و	و|و|و	Ab|Al|C0	حرف ربط|حروف الفبا|اختصارات
27	سرافراز	سرافراز	سرافراز	سرافراز	A0	صفت
28	و	و|و|و	و	و|و|و	Ab|Al|C0	حرف ربط|حروف الفبا|اختصارات
29	مستظهر	مستظهر	مستظهر	مستظهر	A0	صفت
30	و	و|و|و	و	و|و|و	Ab|Al|C0	حرف ربط|حروف الفبا|اختصارات
31	امیدوار	امیدوار	امیدوار	امیدوار	A0	صفت
32	بوده	بود|بود|بود|ود	بوده	بود+ه|بود+ه|بود+ه|ب+ود+ه	O+N1+O|O+V3|O+N1|O+v2	ریشه ماضی + ه|اسم + ه|فعل اسنادی + ه|ب + اسم + ه
33	بدانند	دان|بد	بدانند	ب+دان+ند|بد+ان+ند	O+O+A0|O+v1+O	فعل حال التزامی:سوم شخص جمع|صفت + ان + فعل سوم شخص جمع
34	که	که|که|که|که	که	که|که|که|که	N1|N1|NA|C0	حرف ربط|ضمیر پرسشی|اسم|اسم
35	چون	چون|چون	چون	چون|چون	Pr|C0	حرف ربط|حرف اضافه
36	میانه	میانه|میان|می|می	میانه	میانه|میان+ه|می+ان+ه|می+ان+ه	O+O+N1|O+O+N1|O+N1|N1	اسم|اسم + ه|اسم + ان + ه|اسم + ان + ه
37	نواب	نواب	نواب	نواب	N3	اسم خاص اشخاص
38	کامیاب	کامیاب	کامیاب	کامیاب	A0	صفت
39	همایون	همایون|همای|هما	همایون	همایون|همای+ون|هما+ی+ون	Pl+N3|Pl+N1|A0	صفت|اسم + علامت جمع|اسم خاص اشخاص + علامت جمع
40	و	و|و|و	و	و|و|و	Ab|Al|C0	حرف ربط|حروف الفبا|اختصارات
41	حضرات	حضرات|حضر	حضرت	حضرات|حضر+ات	Pl+N1|N1	اسم|اسم + علامت جمع
42	سلاطین	سلاطین	سلاطین	سلاطین	N1	اسم
43	رفیع‌الشأن	رفیع الشان	رفیع‌الشأن	رفیع+‌ال+ش+أ+ن	O	N1
44	مسیحیه	مسیحی	مسیحیه	مسیحی+ه	O+N1	اسم + ه
45	خصوصا	خصوصاً	خصوصا	خصوصاً	Ad	قید
46	سلطنت	سلطنت	سلطنت	سلطنت	N1	اسم
47	و	و|و|و	و	و|و|و	Ab|Al|C0	حرف ربط|حروف الفبا|اختصارات
48	شوکت	شوکت|شوک|شو	شوکت	شوکت|شوک+ت|شو+ک+ت	O+O+N1|O+N1|N1	اسم|اسم + ضمیر ملکی دوم شخص مفرد|اسم + ک + ضمیر ملکی دوم شخص مفرد
49	پناهی	پناهی|پناه|پناه	پناهی	پناهی|پناه+ی|پناه+ی	Y+N1|N4|O+v1	اسم فامیل|فعل مضارع ساده:دوم شخص مفرد|اسم + ی
50	قدرت	قدرت|قدر|قدر	قدرت	قدرت|قدر+ت|قدر+ت	O+A0|O+N1|N1	اسم|اسم + ضمیر ملکی دوم شخص مفرد|صفت + ضمیر ملکی دوم شخص مفرد
51	السلاطین	السلاطین	السلاطین	ال+سلا+طین	O	N1
52	العیسویه	العیسویه	العیسویه	ال+عیسوی+ه	O	N1
53	کمال	کمال	کمال	کمال	N1	اسم
54	محبت	محبت|محب	محبت	محبت|محب+ت	O+N1|N1	اسم|اسم + ضمیر ملکی دوم شخص مفرد
55	و	و|و|و	و	و|و|و	Ab|Al|C0	حرف ربط|حروف الفبا|اختصارات
56	دوستی	دوستی|دوست	دوستی	دوستی|دوست+ی	Y+N1|N1	اسم|اسم + ی
57	است	است|اس	است	است|اس+ت	O+N1|O+v1	فعل مضارع ساده:سوم شخص مفرد|اسم + ضمیر ملکی دوم شخص مفرد
58	و	و|و|و	و	و|و|و	Ab|Al|C0	حرف ربط|حروف الفبا|اختصارات
59	در	در|در|در|در|در	در	در|در|در|در|در	VPr|N1|N1|V6|Pr	حرف اضافه|فعل امر مثبت|اسم|اسم|پیشوند فعل
60	میانه	میانه|میان|می|می	میانه	میانه|میان+ه|می+ان+ه|می+ان+ه	O+O+N1|O+O+N1|O+N1|N1	اسم|اسم + ه|اسم + ان + ه|اسم + ان + ه
61	ما	ما	ما	ما	N5	ضمیر فاعلی
62	و	و|و|و	و	و|و|و	Ab|Al|C0	حرف ربط|حروف الفبا|اختصارات
63	طوایف	طوایف	طوایف	طوایف	N1	اسم
64	مسیحیه	مسیحی	مسیحیه	مسیحی+ه	O+N1	اسم + ه
65	یکانکی	یکان	یکانکی	یکان+ک+ی	Y+O+N1	اسم + ک + ی
66	است	است|اس	است	است|اس+ت	O+N1|O+v1	فعل مضارع ساده:سوم شخص مفرد|اسم + ضمیر ملکی دوم شخص مفرد
67	و	و|و|و	و	و|و|و	Ab|Al|C0	حرف ربط|حروف الفبا|اختصارات
68	اصلا	اصلاً	اصلا	اصلاً	Ad	قید
69	جدایی	جدایی|جدا	جدایی	جدایی|جدا+یی	O+A0|N1	اسم|صفت + یی
70	نیست	نیست|است|نی	نیست	نیست|نی+است|نی+ست	O+N1|N1|O+v1+Neg	اسم|فعل مضارع ساده منفی:سوم شخص مفرد|اسم + ضمیر ملکی سوم شخص مفرد
71	و	و|و|و	و	و|و|و	Ab|Al|C0	حرف ربط|حروف الفبا|اختصارات
72	توجه	توجه	توجه	توجه	N1	اسم
73	خاطر	خاطر|خاطر	خاطر	خاطر|خاطر	N9|N1	اسم|اسم موجود در ساختمان حرف اضافه و حرف ربط گروهی
74	اشرف	اشرف	اشرف	اشرف	N3	اسم خاص اشخاص
75	به	به|به	به	به|به	N1|Pr	حرف اضافه|اسم
76	آن	ان	آن	ان	Ab	اختصارات
77	متعلق	متعلق	متعلق	متعلق	A0	صفت
78	است	است|اس	است	است|اس+ت	O+N1|O+v1	فعل مضارع ساده:سوم شخص مفرد|اسم + ضمیر ملکی دوم شخص مفرد
79	که	که|که|که|که	که	که|که|که|که	N1|N1|NA|C0	حرف ربط|ضمیر پرسشی|اسم|اسم
80	همیشه	همیشه	همیشه	همیشه	Ad	قید
81	طوایف	طوایف	طوایف	طوایف	N1	اسم
82	مسیحیه	مسیحی	مسیحیه	مسیحی+ه	O+N1	اسم + ه
83	از	از	از	از	Pr	حرف اضافه
84	اطراف	اطراف|اطراف	اطراف	اطراف|اطراف	N9|N1	اسم|اسم موجود در ساختمان حرف اضافه و حرف ربط گروهی
85	و	و|و|و	و	و|و|و	Ab|Al|C0	حرف ربط|حروف الفبا|اختصارات
86	جوانب	جانب	جوانب	جانب	O	اسم مفرد جمع مکسر
87	بدین	بدین|دین|دین|بد	بدین	بدین|ب+دین|ب+دین|بد+ین	O+A0|N1+O|N1+O|Pr	حرف اضافه|ب + اسم|ب + اسم|صفت + ین
88	دیار	دیار	دیار	دیار	N1	اسم
89	آمدوشد	آمدوشد|آمد	آمدوشد	آمدوشد|آمد+وش+د	O+O+V2|N1	اسم|بن ماضی + وش + د
90	نمایند	نما|نما|نما	نمایند	نما+یند|نما+یند|نما+یند	O+N1|O+v1|O+v1	فعل مضارع ساده:سوم شخص جمع|فعل مضارع ساده:سوم شخص جمع|اسم + یند
91	.	.	.	.	Si	علامت نگارشی

0	و	و|و|و	و	و|و|و	Ab|Al|C0	حرف ربط|حروف الفبا|اختصارات
1	حال	حال	حال	حال	N1	اسم
2	آنکه	آن‌که|آن‌که|آنکه|آنکه	آنکه	آن‌که|آن‌که|آنکه|آنکه	N5|Ad|N5|Ad	قید|ضمیر فاعلی|قید|ضمیر فاعلی
3	آن	ان	آن	ان	Ab	اختصارات
4	کودک	کودک|کود	کودک	کودک|کود+ک	O+N1|N1	اسم|اسم + ک
5	دیگر	دیگر|دیگر|دی	دیگر	دیگر|دیگر|دی+گر	O+N1|A2|Ad	قید|صفت مبهم|اسم + گر
6	مردی	مردی|مرد|مرد	مردی	مردی|مرد+ی|مرد+ی	Y+N1|N1|O+v2	اسم|اسم + ی|فعل ماضی ساده:دوم شخص مفرد
7	شده‌است	شد	شده‌است	شد+ه+است	|O+O+v2	فعل ماضی نقلی:سوم شخص مفرد
8	یا	یا|یا	یا	یا|یا	Intj|C0	حرف ربط|صوت
9	زنی	زنی|زن|زن	زنی	زنی|زن+ی|زن+ی	Y+N1|N1|O+v1	اسم|فعل مضارع ساده:دوم شخص مفرد|اسم + ی
10	؛	؛	؛	؛	O	
11	و	و|و|و	و	و|و|و	Ab|Al|C0	حرف ربط|حروف الفبا|اختصارات
12	زیباست	زیبا|زیب	زیباست	زیبا+ست|زیب+ا+ست	O+O+v1|O+A0	صفت + ضمیر ملکی سوم شخص مفرد|ریشه مضارع + ا + ضمیر ملکی سوم شخص مفرد
13	و	و|و|و	و	و|و|و	Ab|Al|C0	حرف ربط|حروف الفبا|اختصارات
14	برومند	برومند|بر	برومند	برومند|بر+ومند	O+N1|A0	صفت|اسم + ومند
15	؛	؛	؛	؛	O	
16	و	و|و|و	و	و|و|و	Ab|Al|C0	حرف ربط|حروف الفبا|اختصارات
17	لابد	لابد	لابد	لابد	Ad	قید
18	شوهری	شوهری|شوهر	شوهری	شوهری|شوهر+ی	Y+N1|A0	صفت|اسم + ی
19	می‌خواهد	خواه|خواه	می‌خواهد	می+خواه+د|می+خواه+د	O+V5+O|O+v1+O	فعل حال اخباری:سوم شخص مفرد|می + فعل کمکی + د
20	یا	یا|یا	یا	یا|یا	Intj|C0	حرف ربط|صوت
21	زنی	زنی|زن|زن	زنی	زنی|زن+ی|زن+ی	Y+N1|N1|O+v1	اسم|فعل مضارع ساده:دوم شخص مفرد|اسم + ی
22	؛	؛	؛	؛	O	
23	و	و|و|و	و	و|و|و	Ab|Al|C0	حرف ربط|حروف الفبا|اختصارات
24	لابد	لابد	لابد	لابد	Ad	قید
25	بچه‌ای	بچه|چه	بچه‌ای	بچه+ای|ب+چه+ای	O+A0+O|O+N1	اسم + ای|ب + صفت + ای
26	خواهد‌داشت	داشت	خواهد‌داشت	خواهد+داشت	|v2+O+O	فعل آینده مثبت:سوم شخص مفرد
27	و…	و…	و…	و+…	O	N1
28	این‌جوری	این‌جوری	این‌جوری	این‌جوری	A0	صفت
29	بود	بود|بود|بود|بو|ود	بود	بود|بود|بود|بو+د|ب+ود	N1+O|N1|v2|v2|O+v1	فعل ماضی ساده:سوم شخص مفرد|اسم|فعل ماضی ساده:سوم شخص مفرد|فعل مضارع ساده:سوم شخص مفرد|ب + اسم
30	که	که|که|که|که	که	که|که|که|که	N1|N1|NA|C0	حرف ربط|ضمیر پرسشی|اسم|اسم
31	فریادم	فریاد|فریاد	فریادم	فریاد+م|فریاد+م	O+N1|O+N1	اسم + ضمیر ملکی اول شخص مفرد|اسم + فعل اول شخص مفرد
32	از	از	از	از	Pr	حرف اضافه
33	درون	درون|در|در	درون	درون|در+ون|در+ون	Pl+N1|Pl+N1|N1	اسم|اسم + علامت جمع|اسم + علامت جمع
34	برخاست	برخاست	برخاست	برخاست	|v2	فعل ماضی ساده:سوم شخص مفرد
35	که	که|که|که|که	که	که|که|که|که	N1|N1|NA|C0	حرف ربط|ضمیر پرسشی|اسم|اسم
36	مگر	مگر	مگر	مگر	Ad	قید
37	دوام	دوام	دوام	دوام	N1	اسم
38	خلقت	خلقت|خلق|خلق	خلقت	خلقت|خلق+ت|خلق+ت	O+N1|O+N1|N1	اسم|اسم + ضمیر ملکی دوم شخص مفرد|اسم + ضمیر ملکی دوم شخص مفرد
39	بر	بر|بر|بر|بر	بر	بر|بر|بر|بر	N1|VPr|V6|Pr	حرف اضافه|فعل امر مثبت|پیشوند فعل|اسم
40	زمینه‌ی	زمینه|زمین|زم	زمینه‌ی	زمینه+ی|زمین+ه+ی|زم+ین+ه+ی	Y+O+O+N1|Y+O+N1|Y+N1	اسم + ی|اسم + ه + ی|اسم + ین + ه + ی
41	لق	لق|لق	لق	لق|لق	A0|V6	فعل امر مثبت|صفت
42	حسرت‌های	حسرت	حسرت	حسرت+ها+ی	Y+Pl+N1	اسم + علامت جمع + ی
43	تو	تو|تو|تو	تو	تو|تو|تو	N1|Ad|N5	ضمیر فاعلی|قید|اسم
44	است	است|اس	است	است|اس+ت	O+N1|O+v1	فعل مضارع ساده:سوم شخص مفرد|اسم + ضمیر ملکی دوم شخص مفرد
45	احمق	احمق	احمق	احمق	A0	صفت
46	؟	؟	؟	؟	Si	علامت نگارشی

0	خیال	خیال	خیال	خیال	N1	اسم
1	کرده‌ای	کرده|کرد|کرد	کرده‌ای	کرده+ای|کرد+ه+ای|کرد+ه+ای	O+O+N1|O+N1|O+O+v2	اسم + ای|فعل ماضی نقلی:دوم شخص مفرد|اسم + ه + ای
2	!	!	!	!	Si	علامت نگارشی

0	و	و|و|و	و	و|و|و	Ab|Al|C0	حرف ربط|حروف الفبا|اختصارات
1	اصلا	اصلاً	اصلا	اصلاً	Ad	قید
2	ببینم	بین|بین|بین	ببینم	ب+بین+م|ب+بین+م|ب+بین+م	O+A0+O|O+A0+O|O+v1+O	فعل حال التزامی:اول شخص مفرد|ب + صفت + ضمیر ملکی اول شخص مفرد|ب + صفت + فعل اول شخص مفرد
3	–	–	–	–	O	N1
4	مگر	مگر	مگر	مگر	Ad	قید
5	کدامیک	کدامیک	کدامیک	کدامیک	NA	ضمیر پرسشی
6	از	از	از	از	Pr	حرف اضافه
7	بچه‌های	بچه|چه	بچه	بچه+ها+ی|ب+چه+ها+ی	Y+Pl+A0+O|Y+Pl+N1	اسم + علامت جمع + ی|ب + صفت + علامت جمع + ی
8	سرراهی	سرراهی	سرراهی	سرراهی	A0	صفت
9	و	و|و|و	و	و|و|و	Ab|Al|C0	حرف ربط|حروف الفبا|اختصارات
10	یتیم	یتیم	یتیم	یتیم	A0	صفت
11	خانه‌ای	خانه|خان	خانه‌ای	خانه+ای|خان+ه+ای	O+O+N1|O+N1	اسم + ای|اسم + ه + ای
12	و	و|و|و	و	و|و|و	Ab|Al|C0	حرف ربط|حروف الفبا|اختصارات
13	پرورشگاهی	پرورشگاهی|پرورشگاه|پرورش|پرور|پر	پرورشگاهی	پرورشگاهی|پرورشگاه+ی|پرورش+گاه+ی|پرور+ش+گاه+ی|پر+ور+ش+گاه+ی	Y+O+O+O+V1|Y+O+O+V1|Y+O+N1|Y+N1|A0	صفت|اسم + ی|اسم + گاه + ی|بن مضارع + ش + گاه + ی|بن مضارع + ور + ضمیر ملکی سوم شخص مفرد + گاه + ی
14	به	به|به	به	به|به	N1|Pr	حرف اضافه|اسم
15	دم	دم|دم|دم	دم	دم|دم|دم	N1|N1|V6	فعل امر مثبت|اسم|اسم
16	روح‌القدس	روح‌القدس	روح‌القدس	روح‌القدس	N1	اسم
17	در	در|در|در|در|در	در	در|در|در|در|در	VPr|N1|N1|V6|Pr	حرف اضافه|فعل امر مثبت|اسم|اسم|پیشوند فعل
18	مشیمه‌ی	مشیمه	مشیمه‌ی	مشیمه+ی	Y+N1	اسم + ی
19	مادرشان	مادر	مادرشان	مادر+شان	O+N1	اسم + ضمیر ملکی سوم شخص جمع
20	قرار	قرار|قرار	قرار	قرار|قرار	N9|N1	اسم|اسم موجود در ساختمان حرف اضافه و حرف ربط گروهی
21	گرفته‌اند	گرفته|گرفت|گرفت	گرفته‌اند	گرفته+اند|گرفت+ه+اند|گرفت+ه+اند	O+O+N1|O+A0|O+O+v2	صفت + فعل سوم شخص جمع|فعل ماضی نقلی:سوم شخص جمع|اسم + ه + فعل سوم شخص جمع
22	؟	؟	؟	؟	Si	علامت نگارشی

0	و	و|و|و	و	و|و|و	Ab|Al|C0	حرف ربط|حروف الفبا|اختصارات
1	مگر	مگر	مگر	مگر	Ad	قید
2	چه	چه|چه|چه	چه	چه|چه|چه	A0|C0|NA	ضمیر پرسشی|حرف ربط|صفت
3	فرقی	فرقه|فرق	فرقی	فرقه+ی|فرق+ی	Y+N1|Y+O	اسم مفرد جمع مکسر + ی|اسم + ی
4	هست	هست|هست	هست	هست|هست	N1|O+v1	فعل مضارع ساده:سوم شخص مفرد|اسم
5	میان	میان|می|می	میان	میان|می+ان|می+ان	O+N1|O+N1|N1	اسم|اسم + ان|اسم + ان
6	یک	یک	یک	یک	No	عدد حرفی
7	پسر	پسر	پسر	پسر	N1	اسم
8	کاکل‌زری	کاکل‌زری	کاکل‌زری	کاکل‌زری	A0	صفت
9	فلان	فلان	فلان	فلان	A2	صفت مبهم
10	شازده	شازده	شازده	شازده	N1	اسم
11	با	با	با	با	Pr	حرف اضافه
12	بچه‌ی	بچه|چه	بچه‌ی	بچه+ی|ب+چه+ی	Y+A0+O|Y+N1	اسم + ی|ب + صفت + ی
13	فلان	فلان	فلان	فلان	A2	صفت مبهم
14	میراب	میراب	میراب	میراب	N1	اسم
15	که	که|که|که|که	که	که|که|که|که	N1|N1|NA|C0	حرف ربط|ضمیر پرسشی|اسم|اسم
16	چون	چون|چون	چون	چون|چون	Pr|C0	حرف ربط|حرف اضافه
17	برای	برای|برا|بر	برای	برای|برا+ی|بر+ا+ی	Y+O+v1|Y+A0|Pr	حرف اضافه|صفت + ی|ریشه مضارع + ا + ی
18	بخورونمیر	بخورونمیر	بخورونمیر	بخورونمیر	A0	صفت
19	خودش	خودش|خود	خودش	خودش|خود+ش	O+N1|N7	ضمیر تاکیدی/انعکاسی|اسم + ضمیر ملکی سوم شخص مفرد
