
0	وی	وی|وی	وی	وی|وی	Ab|N5	ضمیر فاعلی|اختصارات
4	سیاسی	سیاسی|سیاس	سیاسی	سیاسی|سیاس+ی	Y+A0|A0	صفت|صفت + ی
5	و	و|و|و	و	و|و|و	Ab|Al|C0	حرف ربط|حروف الفبا|اختصارات
6	رسانه‌ای	رسانه‌ای|رسانه|رسان|رس	رسانه‌ای	رسانه‌ای|رسانه+ای|رسان+ه+ای|رس+ان+ه+ای	O+O+O+N1|O+O+V1|O+N1|A0	صفت|اسم + ای|بن مضارع + ه + ای|اسم + ان + ه + ای
7	برخی	برخی|رخ|رخ	برخی	برخی|ب+رخ+ی|ب+رخ+ی	Y+N1+O|Y+N1+O|A2	صفت مبهم|ب + اسم + ی|ب + اسم + ی
8	گروه‌های	گروه|گرو|گرو	گروه‌	گروه+ها+ی|گرو+ه+ها+ی|گرو+ه+ها+ی	Y+Pl+O+N1|Y+Pl+O+V1|Y+Pl+N1	اسم + علامت جمع + ی|بن مضارع + ه + علامت جمع + ی|اسم + ه + علامت جمع + ی
9	مخالف	مخالف	مخالف	مخالف	A0	صفت
10	دولت	دولت|دول|دول	دولت	دولت|دول+ت|دول+ت	O+N1|O+N1|N1	اسم|اسم + ضمیر ملکی دوم شخص مفرد|اسم + ضمیر ملکی دوم شخص مفرد
11	،	،	،	،	O	
12	به	به|به	به	به|به	N1|Pr	حرف اضافه|اسم
13	محل	محل	محل	محل	N1	اسم
14	اتهام‌زنی	اتهام زنی	اتهام‌زنی	اتهام+‌زن+ی	O	N1
15	علیه	علیه|علیه|علی	علیه	علیه|علیه|علی+ه	O+A0|N9|N1	اسم|اسم موجود در ساختمان حرف اضافه و حرف ربط گروهی|صفت + ه
16	دولت	دولت|دول|دول	دولت	دولت|دول+ت|دول+ت	O+N1|O+N1|N1	اسم|اسم + ضمیر ملکی دوم شخص مفرد|اسم + ضمیر ملکی دوم شخص مفرد
17	درمورد	درمورد	درمورد	درمورد	Pr1	حرف اضافه گروهی
18	افزایش	افزایش|افزا	افزایش	افزایش|افزا+ی+ش	N1|O+v1	اسم|فعل مضارع ساده:سوم شخص مفرد
19	قیمت	قیمت|قیم	قیمت	قیمت|قیم+ت	O+N1|N1	اسم|اسم + ضمیر ملکی دوم شخص مفرد
20	ارز	ارز|ارز	ارز	ارز|ارز	N1|V6	فعل امر مثبت|اسم
21	تبدیل	تبدیل	تبدیل	تبدیل	N1	اسم
22	شده‌است	شد	شده‌است	شد+ه+است	|O+O+v2	فعل ماضی نقلی:سوم شخص مفرد
23	.	.	.	.	Si	علامت نگارشی

0	درطول	درطول	درطول	درطول	Pr1	حرف اضافه گروهی
1	چند	چند	چند	چند	NA	ضمیر پرسشی
2	روز	روز	روز	روز	N1	اسم
3	گذشته	گذشته|گذشت|گذشت	گذشته	گذشته|گذشت+ه|گذشت+ه	O+N1|O+v2|A0	صفت|ریشه ماضی + ه|اسم + ه
4	به	به|به	به	به|به	N1|Pr	حرف اضافه|اسم
5	ویژه	ویژه	ویژه	ویژه	A0	صفت
6	بعداز	بعداز	بعداز	بعداز	Pr1	حرف اضافه گروهی
7	تصویب	تصویب	تصویب	تصویب	N1	اسم
8	قانون	قانون	قانون	قانون	N1	اسم
9	CFT	CFT	CFT	CFT	O	کلمه انگلیسی
10	در	در|در|در|در|در	در	در|در|در|در|در	VPr|N1|N1|V6|Pr	حرف اضافه|فعل امر مثبت|اسم|اسم|پیشوند فعل
11	مجلس	مجلس	مجلس	مجلس	N1	اسم
12	،	،	،	،	O	
13	برخی	برخی|رخ|رخ	برخی	برخی|ب+رخ+ی|ب+رخ+ی	Y+N1+O|Y+N1+O|A2	صفت مبهم|ب + اسم + ی|ب + اسم + ی
14	رسانه‌ها	رسانه|رسان	رسانه‌	رسانه+ها|رسان+ه+ها	Pl+O+V1|Pl+N1	اسم + علامت جمع|بن مضارع + ه + علامت جمع
15	وارد	وارد	وارد	وارد	N1	اسم
16	کارزار	کارزار|کار	کارزار	کارزار|کار+زار	O+N1|N1	اسم|اسم + زار
17	‌سیگنال‌دهی	سیگنال دهی	‌سیگنال‌دهی	سیگنال+‌دهی	O	N1
18	به	به|به	به	به|به	N1|Pr	حرف اضافه|اسم
19	قیمت	قیمت|قیم	قیمت	قیمت|قیم+ت	O+N1|N1	اسم|اسم + ضمیر ملکی دوم شخص مفرد
20	ارز	ارز|ارز	ارز	ارز|ارز	N1|V6	فعل امر مثبت|اسم
21	در	در|در|در|در|در	در	در|در|در|در|در	VPr|N1|N1|V6|Pr	حرف اضافه|فعل امر مثبت|اسم|اسم|پیشوند فعل
22	بازار	بازار|ازار	بازار	بازار|ب+ازار	N1+O|N1	اسم|ب + اسم
23	آزاد	آزاد	آزاد	آزاد	A0	صفت
24	شده‌اند	شد	شده‌اند	شد+ه+اند	|O+O+v2	فعل ماضی نقلی:سوم شخص جمع
25	.	.	.	.	Si	علامت نگارشی

0	آنها	آن‌ها|آن‌ها|آنها|آنها	آن	آن‌ها|آن‌ها|آنها|آنها	N6|N5|N6|N5	ضمیر فاعلی|ضمیر اشاره|ضمیر فاعلی|ضمیر اشاره
1	عامل	عامل	عامل	عامل	N1	اسم
2	اصلی	اصلی|اصل	اصلی	اصلی|اصل+ی	Y+A0|A0	صفت|صفت + ی
3	افزایش	افزایش|افزا	افزایش	افزایش|افزا+ی+ش	N1|O+v1	اسم|فعل مضارع ساده:سوم شخص مفرد
4	قیمت	قیمت|قیم	قیمت	قیمت|قیم+ت	O+N1|N1	اسم|اسم + ضمیر ملکی دوم شخص مفرد
5	دلار	دلار	دلار	دلار	N1	اسم
6	را	را	را	را	Po	حرف اضافه پسین
7	دولت	دولت|دول|دول	دولت	دولت|دول+ت|دول+ت	O+N1|O+N1|N1	اسم|اسم + ضمیر ملکی دوم شخص مفرد|اسم + ضمیر ملکی دوم شخص مفرد
8	و	و|و|و	و	و|و|و	Ab|Al|C0	حرف ربط|حروف الفبا|اختصارات
9	تصویب‌شدن	تصویب شدن	تصویب‌شدن	تصویب+‌شدن	O	N1
10	قانون	قانون	قانون	قانون	N1	اسم
11	FATF	FATF	FATF	FATF	O	کلمه انگلیسی
12	در	در|در|در|در|در	در	در|در|در|در|در	VPr|N1|N1|V6|Pr	حرف اضافه|فعل امر مثبت|اسم|اسم|پیشوند فعل
13	مجلس	مجلس	مجلس	مجلس	N1	اسم
14	می‌دانند	دان	می‌دانند	می+دان+ند	|O+v1+O	فعل حال اخباری:سوم شخص جمع
15	.	.	.	.	Si	علامت نگارشی

0	در	در|در|در|در|در	در	در|در|در|در|در	VPr|N1|N1|V6|Pr	حرف اضافه|فعل امر مثبت|اسم|اسم|پیشوند فعل
1	روزهای	روز	روز	روز+ها+ی	Y+Pl+N1	اسم + علامت جمع + ی
2	اخیر	اخیر	اخیر	اخیر	A0	صفت
3	خبرگزاری	خبرگزاری|خبرگزار	خبرگزاری	خبرگزاری|خبرگزار+ی	Y+N1|N1	اسم|اسم + ی
4	فارس	فارس	فارس	فارس	N1	اسم
5	و	و|و|و	و	و|و|و	Ab|Al|C0	حرف ربط|حروف الفبا|اختصارات
6	روزنامه	روزنامه	روزنامه	روزنامه	N1	اسم
7	کیهان	کیهان	کیهان	کیهان	N1	اسم
8	با	با	با	با	Pr	حرف اضافه
9	تیترهایی	تیتر	تیتر	تیتر+ها+یی	O+Pl+N1	اسم + علامت جمع + یی
10	جهت‌دار	جهت‌دار|جهت|جه|جه	جهت‌دار	جهت‌دار|جهت+دار|جه+ت+دار|جه+ت+دار	O+O+N1|O+O+V1|O+N1|A0	صفت|اسم + دار|بن مضارع + ضمیر ملکی دوم شخص مفرد + دار|اسم + ضمیر ملکی دوم شخص مفرد + دار
11	،	،	،	،	O	
12	به	به|به	به	به|به	N1|Pr	حرف اضافه|اسم
13	شکلی	شکلی|شکل	شکلی	شکلی|شکل+ی	Y+N1|A0	صفت|اسم + ی
14	آشکار	آش‌کار|آشکار|آشکار	آشکار	آش‌کار|آشکار|آشکار	A0|V6|N1	اسم|فعل امر مثبت|صفت
15	رشد	رشد	رشد	رشد	N1	اسم
16	قیمت	قیمت|قیم	قیمت	قیمت|قیم+ت	O+N1|N1	اسم|اسم + ضمیر ملکی دوم شخص مفرد
17	دلار	دلار	دلار	دلار	N1	اسم
18	را	را	را	را	Po	حرف اضافه پسین
19	به	به|به	به	به|به	N1|Pr	حرف اضافه|اسم
20	دولت	دولت|دول|دول	دولت	دولت|دول+ت|دول+ت	O+N1|O+N1|N1	اسم|اسم + ضمیر ملکی دوم شخص مفرد|اسم + ضمیر ملکی دوم شخص مفرد
21	و	و|و|و	و	و|و|و	Ab|Al|C0	حرف ربط|حروف الفبا|اختصارات
22	تصویب	تصویب	تصویب	تصویب	N1	اسم
23	FATF	FATF	FATF	FATF	O	کلمه انگلیسی
24	نسبت‌داده‌اند	نسبت داده اند	نسبت‌داده‌اند	نسبت+داده+‌اند	O	N1
25	.	.	.	.	Si	علامت نگارشی

0	خاشقجی	خاشقجی	خاشقجی	خاش+ق+جی	O	N1
1	که	که|که|که|که	که	که|که|که|که	N1|N1|NA|C0	حرف ربط|ضمیر پرسشی|اسم|اسم
2	سابقه	سابقه|سابق	سابقه	سابقه|سابق+ه	O+A0|N1	اسم|صفت + ه
3	گفتگو	گفتگو	گفتگو	گفتگو	N1	اسم
4	با	با	با	با	Pr	حرف اضافه
5	بن‌لادن	بن‌لادن	بن‌لادن	بن‌لادن	N3	اسم خاص اشخاص
6	را	را	را	را	Po	حرف اضافه پسین
7	نیز	نیز|آز	نیز	نیز|نی+آز	V6|Ad	قید|فعل امر منفی
8	در	در|در|در|در|در	در	در|در|در|در|در	VPr|N1|N1|V6|Pr	حرف اضافه|فعل امر مثبت|اسم|اسم|پیشوند فعل
9	کارنامه	کارنامه	کارنامه	کارنامه	N1	اسم
10	خود	خود|خود	خود	خود|خود	N1|N8	ضمیر مشترک/متقابل|اسم
11	دارد	دار|دار	دارد	دار+د|دار+د	O+V5|O+v1	فعل مضارع ساده:سوم شخص مفرد|فعل کمکی + د
12	و	و|و|و	و	و|و|و	Ab|Al|C0	حرف ربط|حروف الفبا|اختصارات
13	پیش‌تر	پیشتر|پیش	پیش‌تر	پیشتر|پیش+تر	O+A0|A0	صفت|صفت + علامت صفت تفضیلی
14	هم	هم|هم|هم	هم	هم|هم|هم	N8|C0|Ad	قید|حرف ربط|ضمیر مشترک/متقابل
15	مشاور	مشاور	مشاور	مشاور	N1	اسم
16	دولت	دولت|دول|دول	دولت	دولت|دول+ت|دول+ت	O+N1|O+N1|N1	اسم|اسم + ضمیر ملکی دوم شخص مفرد|اسم + ضمیر ملکی دوم شخص مفرد
17	عربستان	عربستان	عربستان	عربستان	N2	اسم خاص مکان
18	بوده	بود|بود|بود|ود	بوده	بود+ه|بود+ه|بود+ه|ب+ود+ه	O+N1+O|O+V3|O+N1|O+v2	ریشه ماضی + ه|اسم + ه|فعل اسنادی + ه|ب + اسم + ه
19	و	و|و|و	و	و|و|و	Ab|Al|C0	حرف ربط|حروف الفبا|اختصارات
20	رابطه	رابطه|رابط	رابطه	رابطه|رابط+ه	O+N1|N1	اسم|اسم + ه
21	بسیار	بسیار|بسیار|سیار|بس	بسیار	بسیار|بسیار|ب+سیار|بس+یار	O+A0|A0+O|Ad|A0	صفت|قید|ب + صفت|صفت + یار
22	خوبی	خوبی|خوب	خوبی	خوبی|خوب+ی	Y+A0|N1	اسم|صفت + ی
23	با	با	با	با	Pr	حرف اضافه
24	شاهزادگان	شاهزاده	شاهزادگان	شاهزاده+گان	Pl+N1	اسم + علامت جمع
25	سعودی	سعودی|سعود	سعودی	سعودی|سعود+ی	Y+N1|A0	صفت|اسم + ی
26	علی‌الخصوص	علی‌الخصوص	علی‌الخصوص	علی‌الخصوص	Ad	قید
27	محمد	محمد	محمد	محمد	N3	اسم خاص اشخاص
28	بن	بن|بن	بن	بن|بن	N1|N2	اسم خاص مکان|اسم
29	نایف	نایف	نایف	نا+ی+ف	O	N1
30	ولیعهد	ولیعهد	ولیعهد	ولیعهد	N1	اسم
31	برکنارشده	برکنارشده	برکنارشده	برکنارشده	A0	صفت
32	سعودی	سعودی|سعود	سعودی	سعودی|سعود+ی	Y+N1|A0	صفت|اسم + ی
33	داشته است	داشت	داشته است	داشت+ه+است	|O+O+v2	فعل ماضی نقلی:سوم شخص مفرد
34	در	در|در|در|در|در	در	در|در|در|در|در	VPr|N1|N1|V6|Pr	حرف اضافه|فعل امر مثبت|اسم|اسم|پیشوند فعل
35	سال	سال	سال	سال	N1	اسم
36	2017	2017	۲۰۱۷	2017	Nu	عدد رقمی
37	درپی	درپی	درپی	درپی	Pr1	حرف اضافه گروهی
38	طرح	طرح	طرح	طرح	N1	اسم
39	انتقادهایی	انتقاد	انتقاد	انتقاد+ها+یی	O+Pl+N1	اسم + علامت جمع + یی
40	نسبت‌به	نسبت‌به	نسبت‌به	نسبت‌به	Pr1	حرف اضافه گروهی
41	سیاست‌های	سیاست|سیاس	سیاست‌	سیاست+ها+ی|سیاس+ها+ی	Y+Pl+A0|Y+Pl+N1	اسم + علامت جمع + ی|صفت + علامت جمع + ی
42	محمد	محمد	محمد	محمد	N3	اسم خاص اشخاص
43	بن‌سلمان	بن‌سلمان	بن‌سلمان	بن‌سلمان	N3	اسم خاص اشخاص
44	،	،	،	،	O	
45	ولیعهد	ولیعهد	ولیعهد	ولیعهد	N1	اسم
46	عربستان	عربستان	عربستان	عربستان	N2	اسم خاص مکان
47	و	و|و|و	و	و|و|و	Ab|Al|C0	حرف ربط|حروف الفبا|اختصارات
48	نیز	نیز|آز	نیز	نیز|نی+آز	V6|Ad	قید|فعل امر منفی
49	زیرسؤال‌بردن	زیرسوال بردن	زیرسؤال‌بردن	زیر+سؤال+برد+ن	O	N1
50	مداخله	مداخله	مداخله	مداخله	N1	اسم
51	نظامی	نظامی|نظام	نظامی	نظامی|نظام+ی	Y+N1|A0	صفت|اسم + ی
52	عربستان	عربستان	عربستان	عربستان	N2	اسم خاص مکان
53	در	در|در|در|در|در	در	در|در|در|در|در	VPr|N1|N1|V6|Pr	حرف اضافه|فعل امر مثبت|اسم|اسم|پیشوند فعل
54	یمن	یمن|یمن	یمن	یمن|یمن	N1|N2	اسم خاص مکان|اسم
55	،	،	،	،	O	
56	از	از	از	از	Pr	حرف اضافه
57	بیم	بیم	بیم	بیم	N1	اسم
58	دستگیری	دستگیری|دستگیر	دستگیری	دستگیری|دستگیر+ی	Y+N1|N1	اسم|اسم + ی
59	عربستان	عربستان	عربستان	عربستان	N2	اسم خاص مکان
60	را	را	را	را	Po	حرف اضافه پسین
61	ترک‌کرد	ترک کرد	ترک‌کرد	ترک+کرد	O	N1
62	و	و|و|و	و	و|و|و	Ab|Al|C0	حرف ربط|حروف الفبا|اختصارات
63	به	به|به	به	به|به	N1|Pr	حرف اضافه|اسم
64	آمریکا	امریکا	آمریکا	امریکا	N2	اسم خاص مکان
65	رفت	رفت|رفت|رف	رفت	رفت|رفت|رف+ت	O+N1|v2|v2	فعل ماضی ساده:سوم شخص مفرد|فعل ماضی ساده:سوم شخص مفرد|اسم + ضمیر ملکی دوم شخص مفرد
66	.	.	.	.	Si	علامت نگارشی

0	شب	شب	شب	شب	N1	اسم
1	عید	عید	عید	عید	N1	اسم
2	نوروز	نوروز|نوروز	نوروز	نوروز|نوروز	N1|N1	اسم|اسم
3	بود	بود|بود|بود|بو|ود	بود	بود|بود|بود|بو+د|ب+ود	N1+O|N1|v2|v2|O+v1	فعل ماضی ساده:سوم شخص مفرد|اسم|فعل ماضی ساده:سوم شخص مفرد|فعل مضارع ساده:سوم شخص مفرد|ب + اسم
4	و	و|و|و	و	و|و|و	Ab|Al|C0	حرف ربط|حروف الفبا|اختصارات
5	موقع	موقع	موقع	موقع	N1	اسم
6	ترفیع	ترفیع	ترفیع	ترفیع	N1	اسم
7	رتبه	رتبه	رتبه	رتبه	N1	اسم
8	.	.	.	.	Si	علامت نگارشی

0	در	در|در|در|در|در	در	در|در|در|در|در	VPr|N1|N1|V6|Pr	حرف اضافه|فعل امر مثبت|اسم|اسم|پیشوند فعل
1	اداره	اداره	اداره	اداره	N1	اسم
2	با	با	با	با	Pr	حرف اضافه
3	هم‌قطارها‌	قطار	هم‌قطار‌	هم+قطار+ها	Pl+N1+O	هم + اسم + علامت جمع
4	قرارومدار	قرارومدار	قرارومدار	قرارومدار	N1	اسم
5	گذاشته‌بودیم	گذاشت|گذاشت	گذاشته‌بودیم	گذاشت+ه+بود+یم|گذاشت+ه+بود+ی+م	|O+O+O+v2|O+O+O+v2	فعل ماضی بعید:اول شخص جمع|فعل ماضی بعید:اول شخص مفرد
6	که	که|که|که|که	که	که|که|که|که	N1|N1|NA|C0	حرف ربط|ضمیر پرسشی|اسم|اسم
7	هرکس	هرکس	هرکس	هرکس	Ad	قید
8	اول	اول	اول	اول	A0	صفت
9	ترفیع	ترفیع	ترفیع	ترفیع	N1	اسم
10	رتبه	رتبه	رتبه	رتبه	N1	اسم
11	یافت	یافت	یافت	یافت	|v2	فعل ماضی ساده:سوم شخص مفرد
12	،	،	،	،	O	
13	به	به|به	به	به|به	N1|Pr	حرف اضافه|اسم
14	عنوان	عنوان	عنوان	عنوان	N1	اسم
15	ولیمه	ولیمه|ولی|ولی	ولیمه	ولیمه|ولی+م+ه|ولی+م+ه	O+N1|O+O+N1|N1	اسم|اسم + ضمیر ملکی اول شخص مفرد + ه|اسم + فعل اول شخص مفرد
16	یک	یک	یک	یک	No	عدد حرفی
17	مهمانی	مهمانی|مهمان	مهمانی	مهمانی|مهمان+ی	Y+N1|N1	اسم|اسم + ی
18	دسته‌جمعی	دسته‌جمعی	دسته‌جمعی	دسته‌جمعی	A0	صفت
19	کرده	کرده|کرد|کرد	کرده	کرده|کرد+ه|کرد+ه	O+N1|O+v2|N1	اسم|ریشه ماضی + ه|اسم + ه
20	،	،	،	،	O	
21	کباب	کباب	کباب	کباب	N1	اسم
22	غاز	غاز	غاز	غاز	N1	اسم
23	صحیحی	صحیح	صحیحی	صحیح+ی	Y+A0	صفت + ی
24	بدهد	ده	بدهد	ب+ده+د	|O+v1+O	فعل حال التزامی:سوم شخص مفرد
25	دوستان	دوست	دوستان	دوست+ان	O+N1	اسم + ان
26	نوش‌جان	نوش‌جان	نوش‌جان	نوش‌جان	Exp	عبارت
27	نموده	نموده|نمود|نمود	نموده	نموده|نمود+ه|نمود+ه	O+N1|O+v2|A0	صفت|ریشه ماضی + ه|اسم + ه
28	به	به|به	به	به|به	N1|Pr	حرف اضافه|اسم
29	عمر	عمر|عمر	عمر	عمر|عمر	N3|N1	اسم|اسم خاص اشخاص
30	و	و|و|و	و	و|و|و	Ab|Al|C0	حرف ربط|حروف الفبا|اختصارات
31	عزتش	عزت	عزتش	عزت+ش	O+N1	اسم + ضمیر ملکی سوم شخص مفرد
32	دعاکنند	دعاکنند	دعاکنند	دعا+کنند	O	N1
33	.	.	.	.	Si	علامت نگارشی

0	زد	زد|زد|زد	زد	زد|زد|زد	Ab|N1|v2	فعل ماضی ساده:سوم شخص مفرد|اسم|اختصارات
1	و	و|و|و	و	و|و|و	Ab|Al|C0	حرف ربط|حروف الفبا|اختصارات
2	ترفیع	ترفیع	ترفیع	ترفیع	N1	اسم
3	رتبه	رتبه	رتبه	رتبه	N1	اسم
4	به	به|به	به	به|به	N1|Pr	حرف اضافه|اسم
5	اسم	اسم|اس|اس	اسم	اسم|اس+م|اس+م	O+N1|O+N1|N1	اسم|اسم + ضمیر ملکی اول شخص مفرد|اسم + فعل اول شخص مفرد
6	من	من	من	من	N5	ضمیر فاعلی
7	درآمد	درآمد|درآمد	درآمد	درآمد|درآمد	N1|v2	فعل ماضی ساده:سوم شخص مفرد|اسم
8	.	.	.	.	Si	علامت نگارشی

0	فوراً	فوراً	فورا	فوراً	Ad	قید
1	مسأله‌ی	مساله	مسأله‌ی	مسأله+‌ی	O	N1
2	مهمانی	مهمانی|مهمان	مهمانی	مهمانی|مهمان+ی	Y+N1|N1	اسم|اسم + ی
3	و	و|و|و	و	و|و|و	Ab|Al|C0	حرف ربط|حروف الفبا|اختصارات
4	قرار	قرار|قرار	قرار	قرار|قرار	N9|N1	اسم|اسم موجود در ساختمان حرف اضافه و حرف ربط گروهی
5	با	با	با	با	Pr	حرف اضافه
6	رفقا	رفقا	رفقا	رفقا	N1	اسم
7	را	را	را	را	Po	حرف اضافه پسین
8	با	با	با	با	Pr	حرف اضافه
9	عیالم	عیال|عیال	عیالم	عیال+م|عیال+م	O+N1|O+N1	اسم + ضمیر ملکی اول شخص مفرد|اسم + فعل اول شخص مفرد
10	که	که|که|که|که	که	که|که|که|که	N1|N1|NA|C0	حرف ربط|ضمیر پرسشی|اسم|اسم
11	به	به|به	به	به|به	N1|Pr	حرف اضافه|اسم
12	تازگی	تازگی|تازه|تاز	تازگی	تازگی|تازه+گی|تاز+ه+گی	O+O+V1|O+A0|Ad	قید|صفت + گی|بن مضارع + ه + گی
13	باهم	باهم|اهم|باه|باه|اه|اه	باهم	باهم|ب+اهم|باه+م|باه+م|ب+اه+م|ب+اه+م	O+N1+O|O+N1+O|O+N1|O+N1|A0+O|Ad	قید|ب + صفت|اسم + ضمیر ملکی اول شخص مفرد|اسم + فعل اول شخص مفرد|ب + اسم + ضمیر ملکی اول شخص مفرد|ب + اسم + فعل اول شخص مفرد
14	‌عروسی‌	عروسی|عروس	‌عروسی‌	عروسی|عروس+ی	Y+N1|N1	اسم|اسم + ی
15	کرده‌بودیم	کرد|کرد	کرده‌بودیم	کرد+ه+بود+یم|کرد+ه+بود+ی+م	|O+O+O+v2|O+O+O+v2	فعل ماضی بعید:اول شخص جمع|فعل ماضی بعید:اول شخص مفرد
16	درمیان‌	درم	درمیان‌	درم+ی+ان	O+Y+N1	اسم + ی + ان
17	گذاشتم	گذاشت	گذاشتم	گذاشت+م	|O+v2	فعل ماضی ساده:اول شخص مفرد
18	.	.	.	.	Si	علامت نگارشی

0	گفت	گفت|گفت	گفت	گفت|گفت	N1|v2	فعل ماضی ساده:سوم شخص مفرد|اسم
1	تو	تو|تو|تو	تو	تو|تو|تو	N1|Ad|N5	ضمیر فاعلی|قید|اسم
2	شیرینی	شیرینی|شیرین|شیر	شیرینی	شیرینی|شیرین+ی|شیر+ین+ی	Y+O+N1|Y+A0|N1	اسم|صفت + ی|اسم + ین + ی
3	عروسی	عروسی|عروس	عروسی	عروسی|عروس+ی	Y+N1|N1	اسم|اسم + ی
4	هم	هم|هم|هم	هم	هم|هم|هم	N8|C0|Ad	قید|حرف ربط|ضمیر مشترک/متقابل
5	به	به|به	به	به|به	N1|Pr	حرف اضافه|اسم
6	دوستانت	دوست	دوستانت	دوست+ان+ت	O+O+N1	اسم + ان + ضمیر ملکی دوم شخص مفرد
7	نداده‌ای	نداده|داد	نداده‌ای	نداده+ای|ن+داد+ه+ای	O+A0|O+O+v2+Neg	صفت + ای|فعل ماضی نقلی منفی:دوم شخص مفرد
8	و	و|و|و	و	و|و|و	Ab|Al|C0	حرف ربط|حروف الفبا|اختصارات
9	باید	باید	باید	باید	V4	فعل وجه نما
10	در	در|در|در|در|در	در	در|در|در|در|در	VPr|N1|N1|V6|Pr	حرف اضافه|فعل امر مثبت|اسم|اسم|پیشوند فعل
11	این	این|این	این	این|این	N6|A1	صفت اشاره|ضمیر اشاره
12	موقع	موقع	موقع	موقع	N1	اسم
13	درست	درست|درس	درست	درست|درس+ت	O+N1|A0	صفت|اسم + ضمیر ملکی دوم شخص مفرد
14	جلوشان	جلو	جلوشان	جلو+شان	O+A0	صفت + ضمیر ملکی سوم شخص جمع
15	درآیی	درا|در|در|در	درآیی	درا+یی|در+ا+یی|در+ا+یی|در+ا+یی	O+O+N1|O+O+N1|O+O+v1|O+v1	فعل مضارع ساده:دوم شخص مفرد|ریشه مضارع + ا + یی|اسم + ا + یی|اسم + ا + یی
16	.	.	.	.	Si	علامت نگارشی

0	ولی	ولی|ولی|ول|ول	ولی	ولی|ولی|ول+ی|ول+ی	Y+N1|Y+A0|N1|C0	حرف ربط|اسم|صفت + ی|اسم + ی
1	چیزی	چیزی|چیز	چیزی	چیزی|چیز+ی	Y+N1|Ad	قید|اسم + ی
2	که	که|که|که|که	که	که|که|که|که	N1|N1|NA|C0	حرف ربط|ضمیر پرسشی|اسم|اسم
3	هست	هست|هست	هست	هست|هست	N1|O+v1	فعل مضارع ساده:سوم شخص مفرد|اسم
4	چون	چون|چون	چون	چون|چون	Pr|C0	حرف ربط|حرف اضافه
5	ظرف	ظرف	ظرف	ظرف	N1	اسم
6	و	و|و|و	و	و|و|و	Ab|Al|C0	حرف ربط|حروف الفبا|اختصارات
7	کارد	کارد|کار	کارد	کارد|کار+د	N1|O+v1	اسم|فعل مضارع ساده:سوم شخص مفرد
8	و	و|و|و	و	و|و|و	Ab|Al|C0	حرف ربط|حروف الفبا|اختصارات
9	چنگال	چنگال	چنگال	چنگال	N1	اسم
10	برای	برای|برا|بر	برای	برای|برا+ی|بر+ا+ی	Y+O+v1|Y+A0|Pr	حرف اضافه|صفت + ی|ریشه مضارع + ا + ی
11	دوازده	دوازده	دوازده	دوازده	No	عدد حرفی
12	نفر	نفر	نفر	نفر	N1	اسم
13	بیش‌تر	بیشتر|بیش	بیش‌تر	بیشتر|بیش+تر	O+A0|A0	صفت|صفت + علامت صفت تفضیلی
14	نداریم	نداری|نداری|دار|دار|دار|دار|دار	نداریم	نداری+م|نداری+م|ن+دار+یم|ن+دار+ی+م|ن+دار+یم|ن+دار+ی+م|ن+دار+ی+م	O+Y+V5+Neg|O+Y+V5+Neg|O+V5+Neg|O+N1|O+N1|O+v1+Neg|O+v1+Neg	اسم + ضمیر ملکی اول شخص مفرد|اسم + فعل اول شخص مفرد|فعل حال التزامی منفی:اول شخص جمع|فعل حال التزامی منفی:دوم شخص مفرد|ن + فعل کمکی + فعل اول شخص جمع|ن + فعل کمکی + ی + ضمیر ملکی اول شخص مفرد|ن + فعل کمکی + ی + فعل اول شخص مفرد
15	یا	یا|یا	یا	یا|یا	Intj|C0	حرف ربط|صوت
16	باید	باید	باید	باید	V4	فعل وجه نما
17	باز	باز|باز|باز|باز|باز	باز	باز|باز|باز|باز|باز	VPr|N1|Ad|A0|V6	فعل امر مثبت|صفت|قید|اسم|پیشوند فعل
18	یک	یک	یک	یک	No	عدد حرفی
19	دست	دست|دست	دست	دست|دست	N9|N1	اسم|اسم موجود در ساختمان حرف اضافه و حرف ربط گروهی
20	دیگر	دیگر|دیگر|دی	دیگر	دیگر|دیگر|دی+گر	O+N1|A2|Ad	قید|صفت مبهم|اسم + گر
21	خرید	خرید|خرید|خر|خر|خر	خرید	خرید|خرید|خر+ید|خر+ید|خر+ید	O+N1|O+N1|N1|v2|O+v1	فعل ماضی ساده:سوم شخص مفرد|اسم|فعل مضارع ساده:دوم شخص جمع|اسم + فعل دوم شخص جمع|اسم + فعل دوم شخص جمع
22	و	و|و|و	و	و|و|و	Ab|Al|C0	حرف ربط|حروف الفبا|اختصارات
23	یا	یا|یا	یا	یا|یا	Intj|C0	حرف ربط|صوت
24	باید	باید	باید	باید	V4	فعل وجه نما
25	عده‌ی	عده|عده	عده‌ی	عده+ی|عده+ی	Y+N1|Y+N1	اسم + ی|اسم + ی
26	مهمان	مهمان|مه|مه	مهمان	مهمان|مه+مان|مه+مان	O+N1|O+N1|N1	اسم|اسم + ضمیر ملکی اول شخص جمع|اسم + ضمیر ملکی اول شخص جمع
27	بیشتر	بیشتر|بیش|شتر	بیشتر	بیشتر|بیش+تر|بی+شتر	N1+O|O+A0|A0	صفت|صفت + علامت صفت تفضیلی|بی + اسم
28	از	از	از	از	Pr	حرف اضافه
29	یازده	یازده	یازده	یازده	No	عدد حرفی
